date,location,vaccine,total_vaccinations
2020-12-27,Germany,Pfizer/BioNTech,24355
2020-12-28,Germany,Pfizer/BioNTech,42442
2020-12-29,Germany,Pfizer/BioNTech,93136
2020-12-30,Germany,Pfizer/BioNTech,157246
2020-12-31,Germany,Pfizer/BioNTech,207249
2021-01-01,Germany,Pfizer/BioNTech,232822
2021-01-02,Germany,Pfizer/BioNTech,280899
2021-01-03,Germany,Pfizer/BioNTech,303460
2021-01-04,Germany,Pfizer/BioNTech,349612
2021-01-05,Germany,Pfizer/BioNTech,402312
2021-01-06,Germany,Pfizer/BioNTech,465465
2021-01-07,Germany,Pfizer/BioNTech,520254
2021-01-08,Germany,Pfizer/BioNTech,583024
2021-01-09,Germany,Pfizer/BioNTech,643757
2021-01-10,Germany,Pfizer/BioNTech,679735
2021-01-11,Germany,Pfizer/BioNTech,748162
2021-01-12,Germany,Pfizer/BioNTech,827291
2021-01-13,Germany,Pfizer/BioNTech,938287
2021-01-14,Germany,Pfizer/BioNTech,1017242
2021-01-15,Germany,Pfizer/BioNTech,1103742
2021-01-16,Germany,Pfizer/BioNTech,1160128
2021-01-17,Germany,Pfizer/BioNTech,1206667
2021-01-18,Germany,Pfizer/BioNTech,1285409
2021-01-19,Germany,Pfizer/BioNTech,1401391
2021-01-20,Germany,Pfizer/BioNTech,1531310
2021-01-21,Germany,Pfizer/BioNTech,1634026
2021-01-22,Germany,Pfizer/BioNTech,1734155
2021-01-23,Germany,Pfizer/BioNTech,1820845
2021-01-24,Germany,Pfizer/BioNTech,1868458
2021-01-25,Germany,Pfizer/BioNTech,1958023
2021-01-26,Germany,Pfizer/BioNTech,2055105
2021-01-27,Germany,Pfizer/BioNTech,2162756
2021-01-28,Germany,Pfizer/BioNTech,2253676
2021-01-29,Germany,Pfizer/BioNTech,2359862
2021-01-30,Germany,Pfizer/BioNTech,2447084
2021-01-31,Germany,Pfizer/BioNTech,2503928
2021-02-01,Germany,Pfizer/BioNTech,2622016
2021-02-02,Germany,Pfizer/BioNTech,2751704
2021-02-03,Germany,Pfizer/BioNTech,2908320
2021-02-04,Germany,Pfizer/BioNTech,3037023
2021-02-05,Germany,Pfizer/BioNTech,3178118
2021-02-06,Germany,Pfizer/BioNTech,3269689
2021-02-07,Germany,Pfizer/BioNTech,3320922
2021-02-08,Germany,Pfizer/BioNTech,3426557
2021-02-09,Germany,Pfizer/BioNTech,3557678
2021-02-10,Germany,Pfizer/BioNTech,3700528
2021-02-11,Germany,Pfizer/BioNTech,3821384
2021-02-12,Germany,Pfizer/BioNTech,3953820
2021-02-13,Germany,Pfizer/BioNTech,4045007
2021-02-14,Germany,Pfizer/BioNTech,4100689
2021-02-15,Germany,Pfizer/BioNTech,4205668
2021-02-16,Germany,Pfizer/BioNTech,4314693
2021-02-17,Germany,Pfizer/BioNTech,4437580
2021-02-18,Germany,Pfizer/BioNTech,4550454
2021-02-19,Germany,Pfizer/BioNTech,4671843
2021-02-20,Germany,Pfizer/BioNTech,4758543
2021-02-21,Germany,Pfizer/BioNTech,4825116
2021-02-22,Germany,Pfizer/BioNTech,4948728
2021-02-23,Germany,Pfizer/BioNTech,5083067
2021-02-24,Germany,Pfizer/BioNTech,5215231
2021-02-25,Germany,Pfizer/BioNTech,5347242
2021-02-26,Germany,Pfizer/BioNTech,5489180
2021-02-27,Germany,Pfizer/BioNTech,5581947
2021-02-28,Germany,Pfizer/BioNTech,5643612
2021-03-01,Germany,Pfizer/BioNTech,5774709
2021-03-02,Germany,Pfizer/BioNTech,5915642
2021-03-03,Germany,Pfizer/BioNTech,6074283
2021-03-04,Germany,Pfizer/BioNTech,6216266
2021-03-05,Germany,Pfizer/BioNTech,6364865
2021-03-06,Germany,Pfizer/BioNTech,6474331
2021-03-07,Germany,Pfizer/BioNTech,6554223
2021-03-08,Germany,Pfizer/BioNTech,6688678
2021-03-09,Germany,Pfizer/BioNTech,6829245
2021-03-10,Germany,Pfizer/BioNTech,6989151
2021-03-11,Germany,Pfizer/BioNTech,7137165
2021-03-12,Germany,Pfizer/BioNTech,7289069
2021-03-13,Germany,Pfizer/BioNTech,7405397
2021-03-14,Germany,Pfizer/BioNTech,7493664
2021-03-15,Germany,Pfizer/BioNTech,7646950
2021-03-16,Germany,Pfizer/BioNTech,7813978
2021-03-17,Germany,Pfizer/BioNTech,8001048
2021-03-18,Germany,Pfizer/BioNTech,8175714
2021-03-19,Germany,Pfizer/BioNTech,8362021
2021-03-20,Germany,Pfizer/BioNTech,8497711
2021-03-21,Germany,Pfizer/BioNTech,8600180
2021-03-22,Germany,Pfizer/BioNTech,8767124
2021-03-23,Germany,Pfizer/BioNTech,8949343
2021-03-24,Germany,Pfizer/BioNTech,9150300
2021-03-25,Germany,Pfizer/BioNTech,9336763
2021-03-26,Germany,Pfizer/BioNTech,9537289
2021-03-27,Germany,Pfizer/BioNTech,9687158
2021-03-28,Germany,Pfizer/BioNTech,9802696
2021-03-29,Germany,Pfizer/BioNTech,9991935
2021-03-30,Germany,Pfizer/BioNTech,10211191
2021-03-31,Germany,Pfizer/BioNTech,10459942
2021-04-01,Germany,Pfizer/BioNTech,10700441
2021-04-02,Germany,Pfizer/BioNTech,10880390
2021-04-03,Germany,Pfizer/BioNTech,11055037
2021-04-04,Germany,Pfizer/BioNTech,11187617
2021-04-05,Germany,Pfizer/BioNTech,11353030
2021-04-06,Germany,Pfizer/BioNTech,11608463
2021-04-07,Germany,Pfizer/BioNTech,12151929
2021-04-08,Germany,Pfizer/BioNTech,12725002
2021-04-09,Germany,Pfizer/BioNTech,13216961
2021-04-10,Germany,Pfizer/BioNTech,13465763
2021-04-11,Germany,Pfizer/BioNTech,13636411
2021-04-12,Germany,Pfizer/BioNTech,13915698
2021-04-13,Germany,Pfizer/BioNTech,14348889
2021-04-14,Germany,Pfizer/BioNTech,14967494
2021-04-15,Germany,Pfizer/BioNTech,15503595
2021-04-16,Germany,Pfizer/BioNTech,15943673
2021-04-17,Germany,Pfizer/BioNTech,16168908
2021-04-18,Germany,Pfizer/BioNTech,16341214
2021-04-19,Germany,Pfizer/BioNTech,16636131
2021-04-20,Germany,Pfizer/BioNTech,17019491
2021-04-21,Germany,Pfizer/BioNTech,17475380
2021-04-22,Germany,Pfizer/BioNTech,17858464
2021-04-23,Germany,Pfizer/BioNTech,18212750
2021-04-24,Germany,Pfizer/BioNTech,18448124
2021-04-25,Germany,Pfizer/BioNTech,18636181
2021-04-26,Germany,Pfizer/BioNTech,18955015
2021-04-27,Germany,Pfizer/BioNTech,19633638
2021-04-28,Germany,Pfizer/BioNTech,20644359
2021-04-29,Germany,Pfizer/BioNTech,21471265
2021-04-30,Germany,Pfizer/BioNTech,22151787
2021-05-01,Germany,Pfizer/BioNTech,22405010
2021-05-02,Germany,Pfizer/BioNTech,22600864
2021-05-03,Germany,Pfizer/BioNTech,22919891
2021-05-04,Germany,Pfizer/BioNTech,23548087
2021-05-05,Germany,Pfizer/BioNTech,24402071
2021-05-06,Germany,Pfizer/BioNTech,25097560
2021-05-07,Germany,Pfizer/BioNTech,25687329
2021-05-08,Germany,Pfizer/BioNTech,25955438
2021-05-09,Germany,Pfizer/BioNTech,26149651
2021-05-10,Germany,Pfizer/BioNTech,26523927
2021-05-11,Germany,Pfizer/BioNTech,27352905
2021-05-12,Germany,Pfizer/BioNTech,28449903
2021-05-13,Germany,Pfizer/BioNTech,28765775
2021-05-14,Germany,Pfizer/BioNTech,29312636
2021-05-15,Germany,Pfizer/BioNTech,29592230
2021-05-16,Germany,Pfizer/BioNTech,29792310
2021-05-17,Germany,Pfizer/BioNTech,30131781
2021-05-18,Germany,Pfizer/BioNTech,30723236
2021-05-19,Germany,Pfizer/BioNTech,31529561
2021-05-20,Germany,Pfizer/BioNTech,32215993
2021-05-21,Germany,Pfizer/BioNTech,32813793
2021-05-22,Germany,Pfizer/BioNTech,33120508
2021-05-23,Germany,Pfizer/BioNTech,33313726
2021-05-24,Germany,Pfizer/BioNTech,33549762
2021-05-25,Germany,Pfizer/BioNTech,33997405
2021-05-26,Germany,Pfizer/BioNTech,34884296
2021-05-27,Germany,Pfizer/BioNTech,35625217
2021-05-28,Germany,Pfizer/BioNTech,36230508
2021-05-29,Germany,Pfizer/BioNTech,36493108
2021-05-30,Germany,Pfizer/BioNTech,36690642
2021-05-31,Germany,Pfizer/BioNTech,37058698
2021-06-01,Germany,Pfizer/BioNTech,37794103
2021-06-02,Germany,Pfizer/BioNTech,38785642
2021-06-03,Germany,Pfizer/BioNTech,39261813
2021-06-04,Germany,Pfizer/BioNTech,39849059
2021-06-05,Germany,Pfizer/BioNTech,40120497
2021-06-06,Germany,Pfizer/BioNTech,40326628
2021-06-07,Germany,Pfizer/BioNTech,40729684
2021-06-08,Germany,Pfizer/BioNTech,41582732
2021-06-09,Germany,Pfizer/BioNTech,42766418
2021-06-10,Germany,Pfizer/BioNTech,43729121
2021-06-11,Germany,Pfizer/BioNTech,44541810
2021-06-12,Germany,Pfizer/BioNTech,44827718
2021-06-13,Germany,Pfizer/BioNTech,45007886
2021-06-14,Germany,Pfizer/BioNTech,45440761
2021-06-15,Germany,Pfizer/BioNTech,46244800
2021-06-16,Germany,Pfizer/BioNTech,47353788
2021-06-17,Germany,Pfizer/BioNTech,48242064
2021-06-18,Germany,Pfizer/BioNTech,48978733
2021-06-19,Germany,Pfizer/BioNTech,49252663
2021-06-20,Germany,Pfizer/BioNTech,49431909
2021-06-21,Germany,Pfizer/BioNTech,49845218
2021-06-22,Germany,Pfizer/BioNTech,50693503
2021-06-23,Germany,Pfizer/BioNTech,51786628
2021-06-24,Germany,Pfizer/BioNTech,52588133
2021-06-25,Germany,Pfizer/BioNTech,53285171
2021-06-26,Germany,Pfizer/BioNTech,53541332
2021-06-27,Germany,Pfizer/BioNTech,53714476
2021-06-28,Germany,Pfizer/BioNTech,54116841
2021-06-29,Germany,Pfizer/BioNTech,54804941
2021-06-30,Germany,Pfizer/BioNTech,55578165
2021-07-01,Germany,Pfizer/BioNTech,56325182
2021-07-02,Germany,Pfizer/BioNTech,56978410
2021-07-03,Germany,Pfizer/BioNTech,57234846
2021-07-04,Germany,Pfizer/BioNTech,57416947
2021-07-05,Germany,Pfizer/BioNTech,57805921
2021-07-06,Germany,Pfizer/BioNTech,58426582
2021-07-07,Germany,Pfizer/BioNTech,59260362
2021-07-08,Germany,Pfizer/BioNTech,59948995
2021-07-09,Germany,Pfizer/BioNTech,60546914
2021-07-10,Germany,Pfizer/BioNTech,60776175
2021-07-11,Germany,Pfizer/BioNTech,60922509
2021-07-12,Germany,Pfizer/BioNTech,61274824
2021-07-13,Germany,Pfizer/BioNTech,61906961
2021-07-14,Germany,Pfizer/BioNTech,62744169
2021-07-15,Germany,Pfizer/BioNTech,63383292
2021-07-16,Germany,Pfizer/BioNTech,63927868
2021-07-17,Germany,Pfizer/BioNTech,64103650
2021-07-18,Germany,Pfizer/BioNTech,64240025
2021-07-19,Germany,Pfizer/BioNTech,64538704
2021-07-20,Germany,Pfizer/BioNTech,65064061
2021-07-21,Germany,Pfizer/BioNTech,65739719
2021-07-22,Germany,Pfizer/BioNTech,66288590
2021-07-23,Germany,Pfizer/BioNTech,66783261
2021-07-24,Germany,Pfizer/BioNTech,66938282
2021-07-25,Germany,Pfizer/BioNTech,67022429
2021-07-26,Germany,Pfizer/BioNTech,67299144
2021-07-27,Germany,Pfizer/BioNTech,67779991
2021-07-28,Germany,Pfizer/BioNTech,68389791
2021-07-29,Germany,Pfizer/BioNTech,68892409
2021-07-30,Germany,Pfizer/BioNTech,69313739
2021-07-31,Germany,Pfizer/BioNTech,69455049
2021-08-01,Germany,Pfizer/BioNTech,69539261
2021-08-02,Germany,Pfizer/BioNTech,69780595
2021-08-03,Germany,Pfizer/BioNTech,70181035
2021-08-04,Germany,Pfizer/BioNTech,70696270
2021-08-05,Germany,Pfizer/BioNTech,71154543
2021-08-06,Germany,Pfizer/BioNTech,71539153
2021-08-07,Germany,Pfizer/BioNTech,71678708
2021-08-08,Germany,Pfizer/BioNTech,71768293
2021-08-09,Germany,Pfizer/BioNTech,72008493
2021-08-10,Germany,Pfizer/BioNTech,72378451
2021-08-11,Germany,Pfizer/BioNTech,72850992
2021-08-12,Germany,Pfizer/BioNTech,73261918
2021-08-13,Germany,Pfizer/BioNTech,73620101
2021-08-14,Germany,Pfizer/BioNTech,73766683
2021-08-15,Germany,Pfizer/BioNTech,73856108
2021-08-16,Germany,Pfizer/BioNTech,74072966
2021-08-17,Germany,Pfizer/BioNTech,74384619
2021-08-18,Germany,Pfizer/BioNTech,74754205
2021-08-19,Germany,Pfizer/BioNTech,75040396
2021-08-20,Germany,Pfizer/BioNTech,75332869
2021-08-21,Germany,Pfizer/BioNTech,75453650
2021-08-22,Germany,Pfizer/BioNTech,75526274
2021-08-23,Germany,Pfizer/BioNTech,75713169
2021-08-24,Germany,Pfizer/BioNTech,75965435
2021-08-25,Germany,Pfizer/BioNTech,76261500
2021-08-26,Germany,Pfizer/BioNTech,76519168
2021-08-27,Germany,Pfizer/BioNTech,76729171
2021-08-28,Germany,Pfizer/BioNTech,76836052
2021-08-29,Germany,Pfizer/BioNTech,76906494
2021-08-30,Germany,Pfizer/BioNTech,77067022
2021-08-31,Germany,Pfizer/BioNTech,77279028
2021-09-01,Germany,Pfizer/BioNTech,77542161
2021-09-02,Germany,Pfizer/BioNTech,77771055
2021-09-03,Germany,Pfizer/BioNTech,77989693
2021-09-04,Germany,Pfizer/BioNTech,78079180
2021-09-05,Germany,Pfizer/BioNTech,78132876
2021-09-06,Germany,Pfizer/BioNTech,78268011
2021-09-07,Germany,Pfizer/BioNTech,78469514
2021-09-08,Germany,Pfizer/BioNTech,78704882
2021-09-09,Germany,Pfizer/BioNTech,78935218
2021-09-10,Germany,Pfizer/BioNTech,79134064
2021-09-11,Germany,Pfizer/BioNTech,79224752
2021-09-12,Germany,Pfizer/BioNTech,79279053
2021-09-13,Germany,Pfizer/BioNTech,79423452
2021-09-14,Germany,Pfizer/BioNTech,79638000
2021-09-15,Germany,Pfizer/BioNTech,79895551
2021-09-16,Germany,Pfizer/BioNTech,80145539
2021-09-17,Germany,Pfizer/BioNTech,80366938
2021-09-18,Germany,Pfizer/BioNTech,80461924
2021-09-19,Germany,Pfizer/BioNTech,80520782
2021-09-20,Germany,Pfizer/BioNTech,80661227
2021-09-21,Germany,Pfizer/BioNTech,80876434
2021-09-22,Germany,Pfizer/BioNTech,81129801
2021-09-23,Germany,Pfizer/BioNTech,81377143
2021-09-24,Germany,Pfizer/BioNTech,81594397
2021-09-25,Germany,Pfizer/BioNTech,81680062
2021-09-26,Germany,Pfizer/BioNTech,81728731
2021-09-27,Germany,Pfizer/BioNTech,81865285
2021-09-28,Germany,Pfizer/BioNTech,82073026
2021-09-29,Germany,Pfizer/BioNTech,82308141
2021-09-30,Germany,Pfizer/BioNTech,82535707
2021-10-01,Germany,Pfizer/BioNTech,82654089
2021-10-02,Germany,Pfizer/BioNTech,82681139
2021-10-03,Germany,Pfizer/BioNTech,82692797
2021-10-04,Germany,Pfizer/BioNTech,82779349
2021-10-05,Germany,Pfizer/BioNTech,82951981
2021-10-06,Germany,Pfizer/BioNTech,83146009
2021-10-07,Germany,Pfizer/BioNTech,83346289
2021-10-08,Germany,Pfizer/BioNTech,83516556
2021-10-09,Germany,Pfizer/BioNTech,83551950
2021-10-10,Germany,Pfizer/BioNTech,83566916
2021-10-11,Germany,Pfizer/BioNTech,83655127
2021-10-12,Germany,Pfizer/BioNTech,83823954
2021-10-13,Germany,Pfizer/BioNTech,84019699
2021-10-14,Germany,Pfizer/BioNTech,84217277
2021-10-15,Germany,Pfizer/BioNTech,84377766
2021-10-16,Germany,Pfizer/BioNTech,84414363
2021-10-17,Germany,Pfizer/BioNTech,84427902
2021-10-18,Germany,Pfizer/BioNTech,84513691
2021-10-19,Germany,Pfizer/BioNTech,84682425
2021-10-20,Germany,Pfizer/BioNTech,84877889
2021-10-21,Germany,Pfizer/BioNTech,85075502
2021-10-22,Germany,Pfizer/BioNTech,85226360
2021-10-23,Germany,Pfizer/BioNTech,85265443
2021-10-24,Germany,Pfizer/BioNTech,85278384
2021-10-25,Germany,Pfizer/BioNTech,85379041
2021-10-26,Germany,Pfizer/BioNTech,85579045
2021-10-27,Germany,Pfizer/BioNTech,85811734
2021-10-28,Germany,Pfizer/BioNTech,86048956
2021-10-29,Germany,Pfizer/BioNTech,86244209
2021-10-30,Germany,Pfizer/BioNTech,86291262
2021-10-31,Germany,Pfizer/BioNTech,86306119
2021-11-01,Germany,Pfizer/BioNTech,86365631
2021-11-02,Germany,Pfizer/BioNTech,86570210
2021-11-03,Germany,Pfizer/BioNTech,86846729
2021-11-04,Germany,Pfizer/BioNTech,87135139
2021-11-05,Germany,Pfizer/BioNTech,87379197
2021-11-06,Germany,Pfizer/BioNTech,87442486
2021-11-07,Germany,Pfizer/BioNTech,87471392
2021-11-08,Germany,Pfizer/BioNTech,87634181
2021-11-09,Germany,Pfizer/BioNTech,87957330
2021-11-10,Germany,Pfizer/BioNTech,88340039
2021-11-11,Germany,Pfizer/BioNTech,88734892
2021-11-12,Germany,Pfizer/BioNTech,89049804
2021-11-13,Germany,Pfizer/BioNTech,89145681
2021-11-14,Germany,Pfizer/BioNTech,89191012
2021-11-15,Germany,Pfizer/BioNTech,89422814
2021-11-16,Germany,Pfizer/BioNTech,89878629
2021-11-17,Germany,Pfizer/BioNTech,90409969
2021-11-18,Germany,Pfizer/BioNTech,90968602
2021-11-19,Germany,Pfizer/BioNTech,91483469
2021-11-20,Germany,Pfizer/BioNTech,91682079
2021-11-21,Germany,Pfizer/BioNTech,91764839
2021-11-22,Germany,Pfizer/BioNTech,92150549
2021-11-23,Germany,Pfizer/BioNTech,92818366
2021-11-24,Germany,Pfizer/BioNTech,93649340
2021-11-25,Germany,Pfizer/BioNTech,94464380
2021-11-26,Germany,Pfizer/BioNTech,95226823
2021-11-27,Germany,Pfizer/BioNTech,95712482
2021-11-28,Germany,Pfizer/BioNTech,95870755
2021-11-29,Germany,Pfizer/BioNTech,96385914
2021-11-30,Germany,Pfizer/BioNTech,97058087
2021-12-01,Germany,Pfizer/BioNTech,97804823
2021-12-02,Germany,Pfizer/BioNTech,98513383
2021-12-03,Germany,Pfizer/BioNTech,99189787
2021-12-04,Germany,Pfizer/BioNTech,99603146
2021-12-05,Germany,Pfizer/BioNTech,99729456
2021-12-06,Germany,Pfizer/BioNTech,100125633
2021-12-07,Germany,Pfizer/BioNTech,100708638
2021-12-08,Germany,Pfizer/BioNTech,101374288
2021-12-09,Germany,Pfizer/BioNTech,102023889
2021-12-10,Germany,Pfizer/BioNTech,102643367
2021-12-11,Germany,Pfizer/BioNTech,103054410
2021-12-12,Germany,Pfizer/BioNTech,103175317
2021-12-13,Germany,Pfizer/BioNTech,103552512
2021-12-14,Germany,Pfizer/BioNTech,104150140
2021-12-15,Germany,Pfizer/BioNTech,105042998
2021-12-16,Germany,Pfizer/BioNTech,105808385
2021-12-17,Germany,Pfizer/BioNTech,106514953
2021-12-18,Germany,Pfizer/BioNTech,106981759
2021-12-19,Germany,Pfizer/BioNTech,107158958
2021-12-20,Germany,Pfizer/BioNTech,107670511
2021-12-21,Germany,Pfizer/BioNTech,108325272
2021-12-22,Germany,Pfizer/BioNTech,108958999
2021-12-23,Germany,Pfizer/BioNTech,109371611
2021-12-24,Germany,Pfizer/BioNTech,109409998
2020-12-27,Germany,Moderna,7
2020-12-28,Germany,Moderna,8
2020-12-29,Germany,Moderna,8
2020-12-30,Germany,Moderna,8
2020-12-31,Germany,Moderna,9
2021-01-01,Germany,Moderna,25
2021-01-02,Germany,Moderna,26
2021-01-03,Germany,Moderna,29
2021-01-04,Germany,Moderna,40
2021-01-05,Germany,Moderna,41
2021-01-06,Germany,Moderna,48
2021-01-07,Germany,Moderna,55
2021-01-08,Germany,Moderna,106
2021-01-09,Germany,Moderna,110
2021-01-10,Germany,Moderna,121
2021-01-11,Germany,Moderna,137
2021-01-12,Germany,Moderna,156
2021-01-13,Germany,Moderna,1336
2021-01-14,Germany,Moderna,6499
2021-01-15,Germany,Moderna,11782
2021-01-16,Germany,Moderna,13476
2021-01-17,Germany,Moderna,14739
2021-01-18,Germany,Moderna,19001
2021-01-19,Germany,Moderna,22768
2021-01-20,Germany,Moderna,25609
2021-01-21,Germany,Moderna,28430
2021-01-22,Germany,Moderna,30626
2021-01-23,Germany,Moderna,30985
2021-01-24,Germany,Moderna,31186
2021-01-25,Germany,Moderna,32640
2021-01-26,Germany,Moderna,34082
2021-01-27,Germany,Moderna,35875
2021-01-28,Germany,Moderna,37506
2021-01-29,Germany,Moderna,38991
2021-01-30,Germany,Moderna,39875
2021-01-31,Germany,Moderna,40257
2021-02-01,Germany,Moderna,42481
2021-02-02,Germany,Moderna,45621
2021-02-03,Germany,Moderna,52022
2021-02-04,Germany,Moderna,57922
2021-02-05,Germany,Moderna,64396
2021-02-06,Germany,Moderna,67033
2021-02-07,Germany,Moderna,69373
2021-02-08,Germany,Moderna,73213
2021-02-09,Germany,Moderna,76660
2021-02-10,Germany,Moderna,80958
2021-02-11,Germany,Moderna,88278
2021-02-12,Germany,Moderna,97662
2021-02-13,Germany,Moderna,100935
2021-02-14,Germany,Moderna,103420
2021-02-15,Germany,Moderna,108745
2021-02-16,Germany,Moderna,114962
2021-02-17,Germany,Moderna,123026
2021-02-18,Germany,Moderna,131318
2021-02-19,Germany,Moderna,141365
2021-02-20,Germany,Moderna,145848
2021-02-21,Germany,Moderna,149498
2021-02-22,Germany,Moderna,158577
2021-02-23,Germany,Moderna,165944
2021-02-24,Germany,Moderna,173607
2021-02-25,Germany,Moderna,180401
2021-02-26,Germany,Moderna,189289
2021-02-27,Germany,Moderna,193380
2021-02-28,Germany,Moderna,197349
2021-03-01,Germany,Moderna,207067
2021-03-02,Germany,Moderna,217186
2021-03-03,Germany,Moderna,232373
2021-03-04,Germany,Moderna,246895
2021-03-05,Germany,Moderna,260294
2021-03-06,Germany,Moderna,269163
2021-03-07,Germany,Moderna,275853
2021-03-08,Germany,Moderna,286844
2021-03-09,Germany,Moderna,299652
2021-03-10,Germany,Moderna,311913
2021-03-11,Germany,Moderna,325696
2021-03-12,Germany,Moderna,343033
2021-03-13,Germany,Moderna,352632
2021-03-14,Germany,Moderna,358155
2021-03-15,Germany,Moderna,370915
2021-03-16,Germany,Moderna,382229
2021-03-17,Germany,Moderna,400292
2021-03-18,Germany,Moderna,418525
2021-03-19,Germany,Moderna,439405
2021-03-20,Germany,Moderna,454761
2021-03-21,Germany,Moderna,463975
2021-03-22,Germany,Moderna,487861
2021-03-23,Germany,Moderna,507720
2021-03-24,Germany,Moderna,540919
2021-03-25,Germany,Moderna,568645
2021-03-26,Germany,Moderna,606010
2021-03-27,Germany,Moderna,633729
2021-03-28,Germany,Moderna,652294
2021-03-29,Germany,Moderna,677329
2021-03-30,Germany,Moderna,701862
2021-03-31,Germany,Moderna,738107
2021-04-01,Germany,Moderna,770640
2021-04-02,Germany,Moderna,785069
2021-04-03,Germany,Moderna,800925
2021-04-04,Germany,Moderna,811013
2021-04-05,Germany,Moderna,828912
2021-04-06,Germany,Moderna,861163
2021-04-07,Germany,Moderna,898304
2021-04-08,Germany,Moderna,934020
2021-04-09,Germany,Moderna,970783
2021-04-10,Germany,Moderna,994059
2021-04-11,Germany,Moderna,1012759
2021-04-12,Germany,Moderna,1042060
2021-04-13,Germany,Moderna,1069418
2021-04-14,Germany,Moderna,1103035
2021-04-15,Germany,Moderna,1139303
2021-04-16,Germany,Moderna,1172000
2021-04-17,Germany,Moderna,1194731
2021-04-18,Germany,Moderna,1210154
2021-04-19,Germany,Moderna,1243178
2021-04-20,Germany,Moderna,1282512
2021-04-21,Germany,Moderna,1324302
2021-04-22,Germany,Moderna,1368384
2021-04-23,Germany,Moderna,1412056
2021-04-24,Germany,Moderna,1461608
2021-04-25,Germany,Moderna,1495339
2021-04-26,Germany,Moderna,1537914
2021-04-27,Germany,Moderna,1589601
2021-04-28,Germany,Moderna,1650429
2021-04-29,Germany,Moderna,1714556
2021-04-30,Germany,Moderna,1771971
2021-05-01,Germany,Moderna,1813549
2021-05-02,Germany,Moderna,1851126
2021-05-03,Germany,Moderna,1921849
2021-05-04,Germany,Moderna,1985440
2021-05-05,Germany,Moderna,2064592
2021-05-06,Germany,Moderna,2156895
2021-05-07,Germany,Moderna,2243696
2021-05-08,Germany,Moderna,2315692
2021-05-09,Germany,Moderna,2372347
2021-05-10,Germany,Moderna,2454313
2021-05-11,Germany,Moderna,2534454
2021-05-12,Germany,Moderna,2626427
2021-05-13,Germany,Moderna,2693265
2021-05-14,Germany,Moderna,2758290
2021-05-15,Germany,Moderna,2818935
2021-05-16,Germany,Moderna,2871775
2021-05-17,Germany,Moderna,2957579
2021-05-18,Germany,Moderna,3058823
2021-05-19,Germany,Moderna,3159193
2021-05-20,Germany,Moderna,3255883
2021-05-21,Germany,Moderna,3341913
2021-05-22,Germany,Moderna,3411544
2021-05-23,Germany,Moderna,3471035
2021-05-24,Germany,Moderna,3532590
2021-05-25,Germany,Moderna,3612585
2021-05-26,Germany,Moderna,3695255
2021-05-27,Germany,Moderna,3784770
2021-05-28,Germany,Moderna,3871250
2021-05-29,Germany,Moderna,3933912
2021-05-30,Germany,Moderna,3980995
2021-05-31,Germany,Moderna,4048763
2021-06-01,Germany,Moderna,4128729
2021-06-02,Germany,Moderna,4201472
2021-06-03,Germany,Moderna,4265943
2021-06-04,Germany,Moderna,4337329
2021-06-05,Germany,Moderna,4404397
2021-06-06,Germany,Moderna,4445470
2021-06-07,Germany,Moderna,4530782
2021-06-08,Germany,Moderna,4606401
2021-06-09,Germany,Moderna,4694038
2021-06-10,Germany,Moderna,4784130
2021-06-11,Germany,Moderna,4873543
2021-06-12,Germany,Moderna,4946000
2021-06-13,Germany,Moderna,5009599
2021-06-14,Germany,Moderna,5111084
2021-06-15,Germany,Moderna,5215914
2021-06-16,Germany,Moderna,5322614
2021-06-17,Germany,Moderna,5426354
2021-06-18,Germany,Moderna,5520966
2021-06-19,Germany,Moderna,5603452
2021-06-20,Germany,Moderna,5674977
2021-06-21,Germany,Moderna,5772878
2021-06-22,Germany,Moderna,5868951
2021-06-23,Germany,Moderna,5965242
2021-06-24,Germany,Moderna,6052747
2021-06-25,Germany,Moderna,6129463
2021-06-26,Germany,Moderna,6198633
2021-06-27,Germany,Moderna,6256834
2021-06-28,Germany,Moderna,6347004
2021-06-29,Germany,Moderna,6440098
2021-06-30,Germany,Moderna,6534326
2021-07-01,Germany,Moderna,6616801
2021-07-02,Germany,Moderna,6710851
2021-07-03,Germany,Moderna,6790269
2021-07-04,Germany,Moderna,6858500
2021-07-05,Germany,Moderna,6952532
2021-07-06,Germany,Moderna,7051096
2021-07-07,Germany,Moderna,7146045
2021-07-08,Germany,Moderna,7246197
2021-07-09,Germany,Moderna,7344307
2021-07-10,Germany,Moderna,7428703
2021-07-11,Germany,Moderna,7492569
2021-07-12,Germany,Moderna,7571424
2021-07-13,Germany,Moderna,7648774
2021-07-14,Germany,Moderna,7720595
2021-07-15,Germany,Moderna,7791362
2021-07-16,Germany,Moderna,7855608
2021-07-17,Germany,Moderna,7919029
2021-07-18,Germany,Moderna,7960792
2021-07-19,Germany,Moderna,8011463
2021-07-20,Germany,Moderna,8059753
2021-07-21,Germany,Moderna,8105770
2021-07-22,Germany,Moderna,8149174
2021-07-23,Germany,Moderna,8191453
2021-07-24,Germany,Moderna,8229042
2021-07-25,Germany,Moderna,8260555
2021-07-26,Germany,Moderna,8300566
2021-07-27,Germany,Moderna,8342870
2021-07-28,Germany,Moderna,8389888
2021-07-29,Germany,Moderna,8433503
2021-07-30,Germany,Moderna,8479098
