iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
LIE,Europe,Liechtenstein,2021-11-10,3814.0,33.0,16.429,61.0,0.0,0.0,99701.992,862.655,429.46,1594.604,0.0,0.0,1.22,,,,,,,0.0,0.0,123.0,74019.0,1934.935,3.215,118.0,3.085,0.134,7.5,tests performed,49227.0,25350.0,24719.0,,95.0,71.0,128.68,66.27,64.62,,1856.0,28.7,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LTU,Europe,Lithuania,2021-11-10,434033.0,3178.0,2745.143,6214.0,39.0,34.714,161358.836,1181.473,1020.552,2310.156,14.499,12.906,1.01,,,,,,,,,20533.0,6002438.0,2231.504,7.633,17793.0,6.615,0.16,6.2,tests performed,3454020.0,1828950.0,1739953.0,118981.0,10865.0,8399.0,128.41,67.99,64.69,4.42,3122.0,46.3,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
OWID_LIC,,Low income,2021-11-10,1364714.0,812.0,924.714,36734.0,32.0,42.857,2051.742,1.221,1.39,55.227,0.048,0.064,,,,,,,,,,,,,,,,,,,41414819.0,27938399.0,14957966.0,,110825.0,825941.0,6.23,4.2,2.25,,1242.0,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2021-11-10,62664441.0,54552.0,59693.571,1122442.0,1309.0,1594.429,18814.464,16.379,17.922,337.004,0.393,0.479,,,,,,,,,,,,,,,,,,,2077552390.0,1333249251.0,749255058.0,3311857.0,13706413.0,11029671.0,62.38,40.03,22.5,0.1,3312.0,,3330652550.0,,,,,,,,,,,,,,,,,,
LUX,Europe,Luxembourg,2021-11-10,83826.0,347.0,233.714,852.0,0.0,0.571,132048.127,546.617,368.162,1342.125,0.0,0.9,1.32,9.0,14.177,33.0,51.984,,,15.209,23.958,2602.0,3614611.0,5693.969,4.099,2462.0,3.878,0.067,14.9,tests performed,856398.0,445064.0,418437.0,29891.0,1867.0,2084.0,134.91,70.11,65.91,4.71,3283.0,46.3,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
MAC,Asia,Macao,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821561.0,464836.0,361897.0,,,3139.0,124.78,70.6,54.97,,4768.0,37.96,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MDG,Africa,Madagascar,2021-11-10,43672.0,40.0,5.714,964.0,0.0,0.0,1536.268,1.407,0.201,33.911,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MWI,Africa,Malawi,2021-11-10,61832.0,11.0,4.143,2302.0,0.0,0.0,3147.038,0.56,0.211,117.164,0.0,0.0,0.81,,,,,,,,,,,,,,,,,,1268756.0,1005209.0,564245.0,,6168.0,4162.0,6.46,5.12,2.87,,212.0,24.07,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,2021-11-10,2522498.0,5325.0,5124.0,29486.0,59.0,56.429,76961.282,162.465,156.333,899.616,1.8,1.722,0.86,534.0,16.292,4420.0,134.854,,,,,104754.0,35168051.0,1072.975,3.196,112061.0,3.419,0.044,22.6,people tested,50462659.0,25528525.0,24631688.0,484207.0,113582.0,76634.0,153.96,77.89,75.15,1.48,2338.0,59.26,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MDV,Asia,Maldives,2021-11-10,89255.0,129.0,139.714,246.0,0.0,0.429,164186.38,237.298,257.007,452.522,0.0,0.788,1.23,,,,,,,,,4656.0,1659584.0,3052.838,8.565,3791.0,6.974,0.044,22.5,samples tested,754195.0,394801.0,359394.0,,628.0,331.0,138.74,72.62,66.11,,609.0,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MLI,Africa,Mali,2021-11-10,16526.0,58.0,47.286,581.0,2.0,1.714,792.396,2.781,2.267,27.858,0.096,0.082,1.18,,,,,,,,,,,,,,,,,,596435.0,324713.0,271722.0,,,1607.0,2.86,1.56,1.3,,77.0,44.44,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLT,Europe,Malta,2021-11-10,38004.0,38.0,38.286,462.0,0.0,0.0,73636.892,73.629,74.183,895.175,0.0,0.0,1.77,,,10.0,19.376,,,4.012,7.774,1876.0,1358998.0,2633.207,3.635,1838.0,3.561,0.02,49.3,tests performed,892243.0,432222.0,429752.0,62037.0,3363.0,1486.0,172.88,83.75,83.27,12.02,2879.0,43.52,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MHL,Oceania,Marshall Islands,2021-11-10,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MRT,Africa,Mauritania,2021-11-10,37884.0,129.0,56.429,805.0,3.0,0.857,7933.639,27.015,11.817,168.583,0.628,0.18,1.07,,,,,,,,,,,,,,,,,,1679943.0,1020381.0,659562.0,,,12703.0,35.18,21.37,13.81,,2660.0,58.33,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MUS,Africa,Mauritius,2021-11-10,18979.0,0.0,110.571,240.0,0.0,6.286,14903.866,0.0,86.83,188.468,0.0,4.936,1.16,,,,,,,,,,,,,,,,,,1760061.0,905034.0,855027.0,,,1438.0,138.21,71.07,67.14,,1129.0,28.7,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MEX,North America,Mexico,2021-11-10,3831259.0,0.0,2780.857,290110.0,0.0,196.714,29411.897,0.0,21.348,2227.123,0.0,1.51,0.92,,,,,,,,,1869.0,10926341.0,83.88,0.014,11319.0,0.087,0.166,6.0,people tested,128356362.0,74953313.0,62264479.0,,115337.0,275299.0,98.54,57.54,47.8,,2113.0,35.19,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
FSM,Oceania,Micronesia (country),2021-11-10,1.0,0.0,0.0,,,0.0,8.602,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
MDA,Europe,Moldova,2021-11-10,349568.0,980.0,1127.571,8253.0,60.0,48.714,86870.236,243.537,280.21,2050.932,14.91,12.106,0.86,,,,,,,,,6130.0,2079702.0,516.821,1.523,7512.0,1.867,0.147,6.8,tests performed,1548917.0,,890666.0,,2881.0,3300.0,38.49,,22.13,,820.0,25.93,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MCO,Europe,Monaco,2021-11-10,3451.0,0.0,3.857,36.0,0.0,0.0,87322.874,0.0,97.6,910.931,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MNG,Asia,Mongolia,2021-11-10,369303.0,950.0,933.0,1840.0,11.0,10.429,110925.719,285.347,280.241,552.672,3.304,3.132,0.86,,,,,,,,,8124.0,4299358.0,1291.377,2.44,6466.0,1.942,0.126,7.9,samples tested,4398356.0,2256273.0,2142083.0,,154.0,385.0,132.11,67.77,64.34,,116.0,37.04,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MNE,Europe,Montenegro,2021-11-10,150313.0,584.0,625.286,2181.0,12.0,8.857,239332.475,929.861,995.597,3472.648,19.107,14.103,1.18,,,,,,,,,,,,,,,,,,508470.0,261599.0,246871.0,,1388.0,931.0,80.96,41.65,39.31,,1482.0,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MAR,Africa,Morocco,2021-11-10,947761.0,151.0,142.143,14729.0,3.0,5.714,25378.669,4.043,3.806,394.406,0.08,0.153,0.67,,,,,,,,,13333.0,9227081.0,247.078,0.357,12337.0,0.33,0.016,64.1,people tested,48083925.0,24311560.0,22253789.0,,,78028.0,128.76,65.1,59.59,,2089.0,,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MOZ,Africa,Mozambique,2021-11-10,151390.0,8.0,9.286,1934.0,0.0,0.286,4706.955,0.249,0.289,60.131,0.0,0.009,0.78,,,,,,,,,1399.0,949806.0,29.531,0.043,1194.0,0.037,0.012,86.2,units unclear,6585750.0,4159380.0,2426370.0,,,257780.0,20.48,12.93,7.54,,8015.0,48.15,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MMR,Asia,Myanmar,2021-11-10,509771.0,1180.0,970.286,18869.0,14.0,17.857,9301.37,21.53,17.704,344.287,0.255,0.326,0.96,,,,,,,,,,,,,,,,,,20299011.0,13244996.0,7054015.0,,,276238.0,37.04,24.17,12.87,,5040.0,85.19,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
NAM,Africa,Namibia,2021-11-10,129027.0,4.0,9.143,3565.0,1.0,1.143,49868.514,1.546,3.534,1377.861,0.386,0.442,0.48,,,,,,,,,857.0,759213.0,293.433,0.331,1206.0,0.466,0.011,90.8,samples tested,600216.0,333506.0,266710.0,,,3714.0,23.2,12.89,10.31,,1435.0,36.11,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NPL,Asia,Nepal,2021-11-10,815759.0,387.0,275.857,11460.0,6.0,3.714,27489.847,13.041,9.296,386.185,0.202,0.125,0.64,,,,,,,,,2606.0,4454220.0,150.1,0.088,3711.0,0.125,0.074,13.5,tests performed,15918578.0,8670024.0,7248554.0,,,92830.0,53.64,29.22,24.43,,3128.0,43.52,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,2021-11-10,2277031.0,12723.0,11490.429,19079.0,25.0,23.571,132592.939,740.868,669.095,1110.982,1.456,1.373,1.38,220.0,12.811,902.0,52.524,138.114,8.042,822.766,47.91,,14212151.0,827.582,,24639.0,1.435,0.125,8.0,people tested,24227482.0,13032981.0,11839055.0,,,18284.0,141.08,75.89,68.94,,1065.0,41.67,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,21220.2,7.47,16.66,1235.666
NCL,Oceania,New Caledonia,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340002.0,177450.0,162552.0,,,865.0,117.97,61.57,56.4,,3001.0,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,2021-11-10,8108.0,185.0,162.143,33.0,1.0,0.714,1582.79,36.114,31.652,6.442,0.195,0.139,1.29,,,,,,,,,17481.0,4315626.0,842.468,3.413,26045.0,5.084,0.006,173.8,tests performed,7100707.0,3766847.0,3333860.0,,22178.0,24803.0,138.62,73.53,65.08,,4842.0,81.02,5122600.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,2021-11-10,16877.0,178.0,25.429,210.0,1.0,0.143,2518.061,26.558,3.794,31.332,0.149,0.021,0.74,,,,,,,,,,,,,,,,,,1674896.0,1249238.0,563164.0,,,26300.0,24.99,18.64,8.4,,3924.0,,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,2021-11-10,6589.0,20.0,27.143,227.0,0.0,1.571,262.188,0.796,1.08,9.033,0.0,0.063,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2021-11-10,212894.0,65.0,76.429,2922.0,8.0,3.143,1007.064,0.307,0.362,13.822,0.038,0.015,0.81,,,,,,,,,,3392457.0,16.048,,7449.0,0.035,0.014,69.3,samples tested,8862242.0,5741264.0,3120978.0,,,40138.0,4.19,2.72,1.48,,190.0,48.15,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
OWID_NAM,,North America,2021-11-10,56155122.0,103868.0,85496.143,1141984.0,1778.0,1504.857,94128.199,174.105,143.31,1914.214,2.98,2.522,,,,,,,,,,,,,,,,,,,704110000.0,370218557.0,315581298.0,27840472.0,118226.0,1387736.0,118.02,62.06,52.9,4.67,2326.0,,596581283.0,,,,,,,,,,,,,,,,,,
MKD,Europe,North Macedonia,2021-11-10,207566.0,656.0,528.571,7276.0,21.0,14.0,99663.844,314.982,253.796,3493.607,10.083,6.722,1.18,,,,,,,,,,,,,,,,,,1633125.0,852669.0,780456.0,43376.0,3869.0,3063.0,78.42,40.94,37.47,2.08,1471.0,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
OWID_CYN,Asia,Northern Cyprus,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556876.0,276487.0,263291.0,51741.0,,774.0,145.69,72.34,68.88,13.54,2025.0,,,,,,,,,,,,,,,,,,,,
NOR,Europe,Norway,2021-11-10,222296.0,1783.0,1505.857,947.0,23.0,4.0,40671.623,326.22,275.514,173.265,4.208,0.732,1.36,,,121.0,22.138,14.256,2.608,96.735,17.699,6268.0,8154971.0,1492.046,1.147,11660.0,2.133,0.12,8.4,people tested,7972268.0,4213336.0,3758932.0,,2032.0,3072.0,145.86,77.09,68.77,,562.0,20.37,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,2021-11-10,278415.0,2185.0,1766.429,2990.0,11.0,16.286,6441.816,50.555,40.871,69.181,0.255,0.377,,,,,,,,,,,,,,,,,,,47029323.0,24783153.0,22039244.0,206926.0,171467.0,187057.0,108.81,57.34,50.99,0.48,4328.0,,43219954.0,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,2021-11-10,304403.0,14.0,12.143,4113.0,0.0,0.143,58277.061,2.68,2.325,787.422,0.0,0.027,0.95,,,,,,,,,,,,,,,,,,5822656.0,3089635.0,2733021.0,,,8392.0,111.47,59.15,52.32,,1607.0,39.81,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,2021-11-10,1278751.0,637.0,513.286,28575.0,9.0,11.286,5678.292,2.829,2.279,126.887,0.04,0.05,0.84,,,,,,,,,42373.0,21185396.0,94.074,0.188,43758.0,0.194,0.012,85.6,tests performed,114891170.0,76139355.0,45986932.0,,1703092.0,1129573.0,51.02,33.81,20.42,,5016.0,31.94,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,2021-11-10,8.0,0.0,0.0,,,0.0,440.189,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,2021-11-10,456186.0,237.0,239.571,4733.0,2.0,5.571,87345.838,45.378,45.871,906.227,0.383,1.067,0.55,,,,,,,,,3899.0,,,0.747,3363.0,0.644,0.081,12.3,tests performed,,,,,,,,,,,,47.22,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,2021-11-10,473903.0,381.0,128.286,7338.0,3.0,2.571,108157.942,86.955,29.278,1674.737,0.685,0.587,0.85,,,,,,,,,3025.0,4099941.0,935.721,0.69,4068.0,0.928,0.026,37.9,tests performed,5473542.0,2980856.0,2382551.0,,4151.0,809.0,124.92,68.03,54.38,,185.0,61.11,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,2021-11-10,32279.0,386.0,181.286,415.0,2.0,3.286,3539.75,42.329,19.88,45.509,0.219,0.36,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,2021-11-10,461466.0,53.0,40.286,16272.0,6.0,2.286,63918.137,7.341,5.58,2253.852,0.831,0.317,0.98,,,,,,,,,1845.0,1907478.0,264.207,0.256,1856.0,0.257,0.024,42.3,tests performed,5316775.0,2927343.0,2380170.0,9262.0,,3856.0,73.64,40.55,32.97,0.13,534.0,35.19,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,2021-11-10,2210129.0,2239.0,974.143,200532.0,63.0,29.429,66252.031,67.117,29.201,6011.256,1.889,0.882,1.02,,,,,,,,,,,,,,,,,,36146674.0,20009051.0,15859932.0,277691.0,234472.0,183412.0,108.36,59.98,47.54,0.83,5498.0,61.11,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,205421.7,89.48,9.05,6157.833
PHL,Asia,Philippines,2021-11-10,2806694.0,0.0,1828.0,44567.0,0.0,140.143,25274.85,0.0,16.462,401.335,0.0,1.262,0.61,,,,,,,,,34301.0,21971073.0,197.854,0.309,40885.0,0.368,0.052,19.2,people tested,65764376.0,,35656279.0,,817010.0,765422.0,59.22,,32.11,,6893.0,74.54,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
POL,Europe,Poland,2021-11-10,3143725.0,18546.0,14089.0,78250.0,270.0,157.857,83173.929,490.674,372.754,2070.27,7.143,4.176,1.57,,,6866.0,181.655,,,394.319,10.433,37008.0,22219033.0,587.852,0.979,59963.0,1.586,0.194,5.2,people tested,39528986.0,20373465.0,20072598.0,1327555.0,59647.0,65964.0,104.58,53.9,53.11,3.51,1745.0,38.89,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,2021-11-10,1100961.0,1654.0,1185.0,18222.0,5.0,6.0,108277.866,162.668,116.543,1792.106,0.492,0.59,1.25,59.0,5.803,335.0,32.947,,,47.403,4.662,17893.0,20122662.0,1979.034,1.76,31402.0,3.088,0.031,31.8,tests performed,16246592.0,9026755.0,8885782.0,,,4409.0,159.78,88.78,87.39,,434.0,40.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,2021-11-10,240557.0,172.0,130.143,611.0,0.0,0.0,82086.685,58.693,44.409,208.495,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,4863433.0,,,,3504.0,3032.0,165.96,,,,1035.0,52.78,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2021-11-10,1725017.0,6291.0,6960.571,51888.0,405.0,396.143,90183.896,328.894,363.899,2712.705,21.173,20.71,0.76,1874.0,97.973,,,,,,,,15211195.0,795.241,,49091.0,2.566,0.158,6.3,tests performed,13292391.0,7047759.0,6567708.0,,69833.0,75899.0,69.49,36.85,34.34,,3968.0,57.41,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,2021-11-10,8764713.0,36896.0,38589.143,245794.0,1206.0,1167.857,60068.477,252.865,264.469,1684.536,8.265,8.004,1.04,,,,,,,,,,213806892.0,1465.314,,534925.0,3.666,0.073,13.7,tests performed,110013923.0,58720979.0,49936526.0,2129929.0,1001399.0,633300.0,75.4,40.24,34.22,1.46,4340.0,56.02,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,870830.3,26.85,70.43,5968.187
RWA,Africa,Rwanda,2021-11-10,100019.0,19.0,28.429,1335.0,0.0,0.429,7533.527,1.431,2.141,100.553,0.0,0.032,0.81,,,,,,,,,7615.0,3229695.0,243.264,0.574,11156.0,0.84,0.003,314.0,samples tested,6000758.0,3937599.0,2063159.0,,,41481.0,45.2,29.66,15.54,,3124.0,,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
KNA,North America,Saint Kitts and Nevis,2021-11-10,2730.0,13.0,4.857,27.0,2.0,0.286,50984.201,242.782,90.71,504.239,37.351,5.336,0.74,,,,,,,,,355.0,53815.0,1005.024,6.63,172.0,3.212,0.036,28.0,people tested,50607.0,26094.0,24513.0,,,58.0,94.51,48.73,45.78,,1083.0,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,2021-11-10,12757.0,9.0,21.0,264.0,0.0,0.714,69180.753,48.807,113.882,1431.663,0.0,3.874,0.79,,,,,,,,,,,,,,,,,,95620.0,52331.0,43289.0,,,267.0,51.85,28.38,23.48,,1448.0,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
VCT,North America,Saint Vincent and the Grenadines,2021-11-10,5167.0,44.0,16.714,69.0,0.0,0.0,46437.013,395.438,150.215,620.119,0.0,0.0,0.72,,,,,,,,,135.0,87151.0,783.246,1.213,141.0,1.267,0.134,7.5,tests performed,46941.0,27482.0,19459.0,,,284.0,42.19,24.7,17.49,,2552.0,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2021-11-10,3.0,0.0,0.0,,,0.0,14.989,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,217717.0,133465.0,84252.0,,,2028.0,108.78,66.68,42.1,,10133.0,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,2021-11-10,5610.0,0.0,5.857,92.0,0.0,0.0,164951.485,0.0,172.218,2705.087,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,47502.0,25173.0,22329.0,,,28.0,139.67,74.02,65.65,,823.0,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,2021-11-10,3730.0,0.0,2.143,56.0,0.0,0.0,16699.2,0.0,9.594,250.712,0.0,0.0,0.78,,,,,,,,,,,,,,,,,,108838.0,80345.0,28493.0,,,366.0,48.73,35.97,12.76,,1639.0,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,2021-11-10,549060.0,38.0,42.857,8807.0,1.0,1.143,15536.204,1.075,1.213,249.203,0.028,0.032,0.95,,,,,,,,,51302.0,30523377.0,863.69,1.452,41348.0,1.17,0.001,858.9,tests performed,46488601.0,24337520.0,21857119.0,,17945.0,52582.0,131.54,68.87,61.85,,1488.0,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,2021-11-10,73945.0,3.0,2.714,1881.0,0.0,0.286,4300.051,0.174,0.158,109.384,0.0,0.017,0.66,,,,,,,,,1213.0,859997.0,50.011,0.071,1274.0,0.074,0.003,330.3,tests performed,,,,,,,,,,,,21.3,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,2021-11-10,1197082.0,4606.0,4942.857,10595.0,61.0,65.143,174208.515,670.3,719.322,1541.865,8.877,9.48,0.9,270.0,39.084,6661.0,964.213,,,,,20428.0,6492623.0,944.856,2.973,19343.0,2.815,0.277,3.6,people tested,7329816.0,3188667.0,3029363.0,1111786.0,39668.0,26641.0,106.67,46.4,44.09,16.18,3877.0,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SYC,Africa,Seychelles,2021-11-10,22526.0,69.0,32.143,119.0,0.0,0.0,227742.392,697.604,324.971,1203.114,0.0,0.0,0.92,,,,,,,,,,,,,,,,,,170530.0,81375.0,76796.0,,,212.0,172.41,82.27,77.64,,2143.0,65.74,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,2021-11-10,6398.0,0.0,0.0,121.0,0.0,0.0,785.865,0.0,0.0,14.862,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,617851.0,505385.0,251854.0,,,13039.0,7.59,6.21,3.09,,1602.0,29.63,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,2021-11-10,227681.0,3481.0,2815.143,540.0,17.0,14.0,41748.753,638.294,516.199,99.017,3.117,2.567,0.87,,,,,,,,,,21098774.0,3868.779,,16628.0,3.049,0.171,5.8,samples tested,,,,,,,,,,,,44.44,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
