location,date,num_sequences,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Greece,2021-04-05,338,32.59,3961,381.94
Greece,2021-04-19,609,58.72,4570,440.66
Greece,2021-05-03,1269,122.36,5839,563.02
Greece,2021-05-17,1255,121.01,7094,684.03
Greece,2021-05-31,562,54.19,7656,738.22
Greece,2021-06-14,183,17.65,7839,755.87
Greece,2021-06-28,84,8.1,7923,763.97
Greece,2021-07-12,296,28.54,8219,792.51
Greece,2021-07-26,354,34.13,8573,826.64
Greece,2021-08-09,218,21.02,8791,847.66
Greece,2021-08-23,175,16.87,8966,864.53
Greece,2021-09-06,347,33.46,9313,897.99
Greece,2021-09-20,649,62.58,9962,960.57
Greece,2021-10-04,321,30.95,10283,991.52
Greece,2021-10-18,11,1.06,10294,992.58
Greece,2021-11-01,151,14.56,10445,1007.14
Greece,2021-11-15,411,39.63,10856,1046.77
Greece,2021-11-29,155,14.95,11011,1061.72
Guatemala,2020-05-25,3,0.16,3,0.16
Guatemala,2020-06-08,6,0.33,9,0.49
Guatemala,2020-06-22,19,1.04,28,1.53
Guatemala,2020-07-06,11,0.6,39,2.13
Guatemala,2020-07-20,6,0.33,45,2.46
Guatemala,2020-08-03,10,0.55,55,3.01
Guatemala,2020-08-17,3,0.16,58,3.17
Guatemala,2020-08-31,1,0.05,59,3.22
Guatemala,2020-09-14,1,0.05,60,3.27
Guatemala,2020-09-28,4,0.22,64,3.49
Guatemala,2020-10-12,48,2.63,112,6.12
Guatemala,2020-10-26,31,1.7,143,7.82
Guatemala,2020-11-09,29,1.59,172,9.41
Guatemala,2020-11-23,7,0.38,179,9.79
Guatemala,2020-12-07,17,0.93,196,10.72
Guatemala,2020-12-21,10,0.55,206,11.27
Guatemala,2021-01-04,11,0.6,217,11.87
Guatemala,2021-01-11,35,1.92,252,13.79
Guatemala,2021-01-25,51,2.79,303,16.58
Guatemala,2021-02-08,29,1.59,332,18.17
Guatemala,2021-02-22,9,0.49,341,18.66
Guatemala,2021-03-08,44,2.41,385,21.07
Guatemala,2021-03-22,14,0.77,399,21.84
Guatemala,2021-04-05,9,0.49,408,22.33
Guatemala,2021-04-19,27,1.48,435,23.81
Guatemala,2021-05-03,8,0.44,443,24.25
Guatemala,2021-05-17,11,0.6,454,24.85
Guatemala,2021-05-31,19,1.04,473,25.89
Guatemala,2021-06-14,19,1.04,492,26.93
Guatemala,2021-06-28,76,4.16,568,31.09
Guatemala,2021-07-12,167,9.15,735,40.24
Guatemala,2021-07-26,53,2.9,788,43.14
Guatemala,2021-08-09,70,3.84,858,46.98
Guatemala,2021-08-23,19,1.04,877,48.02
Guatemala,2021-09-06,49,2.68,926,50.7
Guatemala,2021-09-20,58,3.18,984,53.88
Guatemala,2021-10-04,23,1.26,1007,55.14
Guatemala,2021-10-18,42,2.3,1049,57.44
Guatemala,2021-11-01,21,1.15,1070,58.59
Guatemala,2021-11-15,6,0.33,1076,58.92
Hong Kong,2020-05-11,3,0.4,3,0.4
Hong Kong,2020-05-25,4,0.53,7,0.93
Hong Kong,2020-06-08,8,1.06,15,1.99
Hong Kong,2020-06-22,5,0.66,20,2.65
Hong Kong,2020-07-06,34,4.5,54,7.15
Hong Kong,2020-07-20,234,30.98,288,38.13
Hong Kong,2020-08-03,248,32.84,536,70.97
Hong Kong,2020-08-17,105,13.9,641,84.87
Hong Kong,2020-08-31,55,7.28,696,92.15
Hong Kong,2020-09-14,29,3.84,725,95.99
Hong Kong,2020-09-28,40,5.3,765,101.29
Hong Kong,2020-10-12,65,8.61,830,109.9
Hong Kong,2020-10-26,13,1.72,843,111.62
Hong Kong,2020-11-09,26,3.44,869,115.06
Hong Kong,2020-11-23,114,15.09,983,130.15
Hong Kong,2020-12-07,234,30.98,1217,161.13
Hong Kong,2020-12-21,141,18.67,1358,179.8
Hong Kong,2021-01-04,182,24.1,1540,203.9
Hong Kong,2021-01-11,19,2.52,1559,206.42
Hong Kong,2021-01-25,67,8.87,1626,215.29
Hong Kong,2021-02-08,45,5.96,1671,221.25
Hong Kong,2021-02-22,12,1.59,1683,222.84
Hong Kong,2021-03-08,28,3.71,1711,226.55
Hong Kong,2021-03-22,139,18.4,1850,244.95
Hong Kong,2021-04-05,43,5.69,1893,250.64
Hong Kong,2021-04-19,77,10.19,1970,260.83
Hong Kong,2021-05-03,40,5.3,2010,266.13
Hong Kong,2021-05-17,21,2.78,2031,268.91
Hong Kong,2021-05-31,8,1.06,2039,269.97
Hong Kong,2021-06-14,30,3.97,2069,273.94
Hong Kong,2021-06-28,52,6.88,2121,280.82
Hong Kong,2021-07-12,33,4.37,2154,285.19
Hong Kong,2021-07-26,15,1.99,2169,287.18
Hong Kong,2021-08-09,26,3.44,2195,290.62
Hong Kong,2021-08-23,27,3.57,2222,294.19
Hong Kong,2021-09-06,49,6.49,2271,300.68
Hong Kong,2021-09-20,29,3.84,2300,304.52
Hong Kong,2021-10-04,24,3.18,2324,307.7
Hong Kong,2021-10-18,28,3.71,2352,311.41
Hong Kong,2021-11-01,25,3.31,2377,314.72
Hong Kong,2021-11-15,31,4.1,2408,318.82
Hong Kong,2021-11-29,39,5.16,2447,323.98
Hong Kong,2021-12-13,11,1.46,2458,325.44
Hungary,2020-05-11,7,0.73,7,0.73
Hungary,2020-05-25,5,0.52,12,1.25
Hungary,2020-06-08,10,1.04,22,2.29
Hungary,2020-06-22,4,0.42,26,2.71
Hungary,2020-07-06,3,0.31,29,3.02
Hungary,2020-07-20,1,0.1,30,3.12
Hungary,2020-08-31,7,0.73,37,3.85
Hungary,2020-09-14,71,7.37,108,11.22
Hungary,2020-10-12,106,11.0,214,22.22
Hungary,2020-10-26,6,0.62,220,22.84
Hungary,2020-11-09,37,3.84,257,26.68
Hungary,2020-12-21,1,0.1,258,26.78
Hungary,2021-01-11,8,0.83,266,27.61
Hungary,2021-01-25,19,1.97,285,29.58
Hungary,2021-02-08,27,2.8,312,32.38
Hungary,2021-02-22,11,1.14,323,33.52
Hungary,2021-03-08,3,0.31,326,33.83
Iceland,2020-08-03,58,168.92,58,168.92
Iceland,2020-08-17,86,250.47,144,419.39
Iceland,2020-08-31,80,232.99,224,652.38
Iceland,2020-09-14,47,136.88,271,789.26
Iceland,2020-09-28,468,1363.0,739,2152.26
Iceland,2020-10-12,867,2525.05,1606,4677.31
Iceland,2020-10-26,851,2478.45,2457,7155.76
Iceland,2020-11-09,538,1566.87,2995,8722.63
Iceland,2020-11-23,170,495.11,3165,9217.74
Iceland,2020-12-07,193,562.09,3358,9779.83
Iceland,2020-12-21,155,451.42,3513,10231.25
Iceland,2021-01-04,140,407.74,3653,10638.99
Iceland,2021-01-11,104,302.89,3757,10941.88
Iceland,2021-01-25,84,244.64,3841,11186.52
Iceland,2021-02-08,29,84.46,3870,11270.98
Iceland,2021-02-22,21,61.16,3891,11332.14
Iceland,2021-03-08,15,43.69,3906,11375.83
Iceland,2021-03-22,54,157.27,3960,11533.1
Iceland,2021-04-05,103,299.98,4063,11833.08
Iceland,2021-04-19,88,256.29,4151,12089.37
Iceland,2021-05-03,157,457.25,4308,12546.62
Iceland,2021-05-17,63,183.48,4371,12730.1
Iceland,2021-05-31,41,119.41,4412,12849.51
Iceland,2021-06-14,45,131.06,4457,12980.57
Iceland,2021-06-28,37,107.76,4494,13088.33
Iceland,2021-07-12,40,116.5,4534,13204.83
Iceland,2021-07-26,623,1814.42,5157,15019.25
Iceland,2021-08-09,1449,4220.06,6606,19239.31
Iceland,2021-08-23,1268,3692.92,7874,22932.23
Iceland,2021-09-06,400,1164.96,8274,24097.19
India,2020-05-11,471,0.34,471,0.34
India,2020-05-25,649,0.47,1120,0.81
India,2020-06-08,617,0.44,1737,1.25
India,2020-06-22,766,0.55,2503,1.8
India,2020-07-06,276,0.2,2779,2.0
India,2020-07-20,317,0.23,3096,2.23
India,2020-08-03,393,0.28,3489,2.51
India,2020-08-17,418,0.3,3907,2.81
India,2020-08-31,235,0.17,4142,2.98
India,2020-09-14,423,0.3,4565,3.28
India,2020-09-28,397,0.28,4962,3.56
India,2020-10-12,408,0.29,5370,3.85
India,2020-10-26,329,0.24,5699,4.09
India,2020-11-09,344,0.25,6043,4.34
India,2020-11-23,205,0.15,6248,4.49
India,2020-12-07,1068,0.77,7316,5.26
India,2020-12-21,1499,1.08,8815,6.34
India,2021-01-04,1269,0.91,10084,7.25
India,2021-01-11,570,0.41,10654,7.66
India,2021-01-25,1135,0.81,11789,8.47
India,2021-02-08,1332,0.96,13121,9.43
India,2021-02-22,1689,1.21,14810,10.64
India,2021-03-08,2470,1.77,17280,12.41
India,2021-03-22,3747,2.69,21027,15.1
India,2021-04-05,4721,3.39,25748,18.49
India,2021-04-19,7429,5.33,33177,23.82
India,2021-05-03,8074,5.79,41251,29.61
India,2021-05-17,6234,4.47,47485,34.08
India,2021-05-31,4994,3.58,52479,37.66
India,2021-06-14,4162,2.99,56641,40.65
India,2021-06-28,3666,2.63,60307,43.28
India,2021-07-12,3185,2.29,63492,45.57
India,2021-07-26,3041,2.18,66533,47.75
India,2021-08-09,2698,1.94,69231,49.69
India,2021-08-23,2498,1.79,71729,51.48
India,2021-09-06,3330,2.39,75059,53.87
India,2021-09-20,3133,2.25,78192,56.12
India,2021-10-04,2306,1.65,80498,57.77
India,2021-10-18,1676,1.2,82174,58.97
India,2021-11-01,1469,1.05,83643,60.02
India,2021-11-15,711,0.51,84354,60.53
India,2021-11-29,219,0.16,84573,60.69
India,2021-12-13,75,0.05,84648,60.74
Indonesia,2020-05-11,11,0.04,11,0.04
Indonesia,2020-05-25,13,0.05,24,0.09
Indonesia,2020-06-08,18,0.07,42,0.16
Indonesia,2020-06-22,20,0.07,62,0.23
Indonesia,2020-07-06,16,0.06,78,0.29
Indonesia,2020-07-20,18,0.07,96,0.36
Indonesia,2020-08-03,28,0.1,124,0.46
Indonesia,2020-08-17,26,0.09,150,0.55
Indonesia,2020-08-31,24,0.09,174,0.64
Indonesia,2020-09-14,41,0.15,215,0.79
Indonesia,2020-09-28,22,0.08,237,0.87
Indonesia,2020-10-12,29,0.1,266,0.97
Indonesia,2020-10-26,55,0.2,321,1.17
Indonesia,2020-11-09,43,0.16,364,1.33
Indonesia,2020-11-23,81,0.29,445,1.62
Indonesia,2020-12-07,79,0.29,524,1.91
Indonesia,2020-12-21,96,0.35,620,2.26
Indonesia,2021-01-04,156,0.56,776,2.82
Indonesia,2021-01-11,226,0.82,1002,3.64
Indonesia,2021-01-25,374,1.35,1376,4.99
Indonesia,2021-02-08,240,0.87,1616,5.86
Indonesia,2021-02-22,191,0.69,1807,6.55
Indonesia,2021-03-08,301,1.09,2108,7.64
Indonesia,2021-03-22,252,0.91,2360,8.55
Indonesia,2021-04-05,174,0.63,2534,9.18
Indonesia,2021-04-19,180,0.65,2714,9.83
Indonesia,2021-05-03,240,0.87,2954,10.7
Indonesia,2021-05-17,299,1.08,3253,11.78
Indonesia,2021-05-31,568,2.06,3821,13.84
Indonesia,2021-06-14,605,2.19,4426,16.03
Indonesia,2021-06-28,1014,3.67,5440,19.7
Indonesia,2021-07-12,896,3.24,6336,22.94
Indonesia,2021-07-26,663,2.4,6999,25.34
Indonesia,2021-08-09,824,2.98,7823,28.32
Indonesia,2021-08-23,498,1.8,8321,30.12
Indonesia,2021-09-06,553,2.0,8874,32.12
Indonesia,2021-09-20,353,1.28,9227,33.4
Indonesia,2021-10-04,256,0.93,9483,34.33
Indonesia,2021-10-18,224,0.81,9707,35.14
Indonesia,2021-11-01,132,0.48,9839,35.62
Indonesia,2021-11-15,75,0.27,9914,35.89
Indonesia,2021-11-29,76,0.28,9990,36.17
Indonesia,2021-12-13,18,0.07,10008,36.24
Iran,2020-05-11,12,0.14,12,0.14
Iran,2020-05-25,8,0.09,20,0.23
Iran,2020-06-08,5,0.06,25,0.29
Iran,2020-06-22,11,0.13,36,0.42
Iran,2020-07-06,6,0.07,42,0.49
Iran,2020-07-20,4,0.05,46,0.54
Iran,2020-08-31,6,0.07,52,0.61
Iran,2020-09-28,3,0.04,55,0.65
Iran,2020-10-12,2,0.02,57,0.67
Iran,2020-10-26,3,0.04,60,0.71
Iran,2020-11-09,19,0.22,79,0.93
Iran,2020-11-23,13,0.15,92,1.08
Iran,2020-12-07,15,0.18,107,1.26
Iran,2020-12-21,13,0.15,120,1.41
Iran,2021-01-04,7,0.08,127,1.49
Iran,2021-01-11,15,0.18,142,1.67
Iran,2021-01-25,10,0.12,152,1.79
Iran,2021-02-08,55,0.65,207,2.44
Iran,2021-02-22,33,0.39,240,2.83
Iran,2021-03-08,13,0.15,253,2.98
Iran,2021-04-05,17,0.2,270,3.18
Iran,2021-04-19,22,0.26,292,3.44
Iran,2021-05-03,48,0.56,340,4.0
Iran,2021-05-17,16,0.19,356,4.19
Iran,2021-05-31,4,0.05,360,4.24
Iran,2021-07-26,1,0.01,361,4.25
Iran,2021-08-09,3,0.04,364,4.29
Iran,2021-09-06,2,0.02,366,4.31
Iraq,2020-06-08,10,0.24,10,0.24
Iraq,2020-06-22,18,0.44,28,0.68
Iraq,2020-07-06,2,0.05,30,0.73
Iraq,2020-10-12,2,0.05,32,0.78
Iraq,2020-12-21,2,0.05,34,0.83
Iraq,2021-01-04,2,0.05,36,0.88
Iraq,2021-01-11,1,0.02,37,0.9
Iraq,2021-01-25,4,0.1,41,1.0
Iraq,2021-02-08,4,0.1,45,1.1
Iraq,2021-02-22,63,1.53,108,2.63
Iraq,2021-03-08,15,0.36,123,2.99
Iraq,2021-03-22,5,0.12,128,3.11
Iraq,2021-04-05,5,0.12,133,3.23
Iraq,2021-04-19,2,0.05,135,3.28
Iraq,2021-05-03,12,0.29,147,3.57
Iraq,2021-05-17,3,0.07,150,3.64
Iraq,2021-05-31,2,0.05,152,3.69
Iraq,2021-06-14,2,0.05,154,3.74
Iraq,2021-07-12,2,0.05,156,3.79
Iraq,2021-07-26,8,0.19,164,3.98
Iraq,2021-08-09,2,0.05,166,4.03
Iraq,2021-11-15,1,0.02,167,4.05
Ireland,2020-05-11,115,23.08,115,23.08
Ireland,2020-05-25,43,8.63,158,31.71
Ireland,2020-06-08,8,1.61,166,33.32
Ireland,2020-06-22,5,1.0,171,34.32
Ireland,2020-07-06,9,1.81,180,36.13
Ireland,2020-07-20,32,6.42,212,42.55
Ireland,2020-08-03,59,11.84,271,54.39
Ireland,2020-08-17,87,17.46,358,71.85
Ireland,2020-08-31,22,4.42,380,76.27
Ireland,2020-09-14,79,15.85,459,92.12
Ireland,2020-09-28,102,20.47,561,112.59
Ireland,2020-10-12,85,17.06,646,129.65
Ireland,2020-10-26,100,20.07,746,149.72
Ireland,2020-11-09,70,14.05,816,163.77
Ireland,2020-11-23,95,19.07,911,182.84
Ireland,2020-12-07,91,18.26,1002,201.1
Ireland,2020-12-21,100,20.07,1102,221.17
Ireland,2021-01-04,208,41.74,1310,262.91
Ireland,2021-01-11,140,28.1,1450,291.01
Ireland,2021-01-25,505,101.35,1955,392.36
Ireland,2021-02-08,1177,236.21,3132,628.57
Ireland,2021-02-22,1474,295.81,4606,924.38
Ireland,2021-03-08,1630,327.12,6236,1251.5
Ireland,2021-03-22,1718,344.78,7954,1596.28
Ireland,2021-04-05,1383,277.55,9337,1873.83
Ireland,2021-04-19,1464,293.8,10801,2167.63
Ireland,2021-05-03,1901,381.5,12702,2549.13
Ireland,2021-05-17,1873,375.89,14575,2925.02
Ireland,2021-05-31,2353,472.21,16928,3397.23
Ireland,2021-06-14,1402,281.36,18330,3678.59
Ireland,2021-06-28,1570,315.08,19900,3993.67
Ireland,2021-07-12,1759,353.01,21659,4346.68
Ireland,2021-07-26,2900,581.99,24559,4928.67
Ireland,2021-08-09,3011,604.27,27570,5532.94
Ireland,2021-08-23,2888,579.58,30458,6112.52
Ireland,2021-09-06,2161,433.68,32619,6546.2
Ireland,2021-09-20,2429,487.47,35048,7033.67
Ireland,2021-10-04,1680,337.15,36728,7370.82
Ireland,2021-10-18,2940,590.02,39668,7960.84
Ireland,2021-11-01,2614,524.59,42282,8485.43
Ireland,2021-11-15,595,119.41,42877,8604.84
Ireland,2021-11-29,243,48.77,43120,8653.61
Israel,2020-05-11,8,0.86,8,0.86
Israel,2020-05-25,4,0.43,12,1.29
Israel,2020-06-08,18,1.94,30,3.23
Israel,2020-06-22,7,0.75,37,3.98
Israel,2020-07-06,16,1.72,53,5.7
Israel,2020-07-20,6,0.65,59,6.35
Israel,2020-08-03,48,5.17,107,11.52
Israel,2020-08-17,9,0.97,116,12.49
Israel,2020-08-31,1,0.11,117,12.6
Israel,2020-09-14,3,0.32,120,12.92
Israel,2020-09-28,1,0.11,121,13.03
Israel,2020-10-26,1,0.11,122,13.14
Israel,2020-11-23,1,0.11,123,13.25
Israel,2020-12-07,9,0.97,132,14.22
Israel,2020-12-21,54,5.81,186,20.03
Israel,2021-01-04,1402,150.9,1588,170.93
Israel,2021-01-11,696,74.91,2284,245.84
Israel,2021-01-25,1167,125.61,3451,371.45
Israel,2021-02-08,2335,251.32,5786,622.77
Israel,2021-02-22,885,95.25,6671,718.02
Israel,2021-03-08,2004,215.69,8675,933.71
Israel,2021-03-22,925,99.56,9600,1033.27
Israel,2021-04-05,830,89.33,10430,1122.6
Israel,2021-04-19,482,51.88,10912,1174.48
Israel,2021-05-03,357,38.42,11269,1212.9
Israel,2021-05-17,204,21.96,11473,1234.86
Israel,2021-05-31,150,16.14,11623,1251.0
Israel,2021-06-14,114,12.27,11737,1263.27
Israel,2021-06-28,847,91.16,12584,1354.43
Israel,2021-07-12,1627,175.12,14211,1529.55
Israel,2021-07-26,512,55.11,14723,1584.66
Israel,2021-08-09,1647,177.27,16370,1761.93
Israel,2021-08-23,1562,168.12,17932,1930.05
Israel,2021-09-06,2177,234.31,20109,2164.36
Israel,2021-09-20,2418,260.25,22527,2424.61
Israel,2021-10-04,779,83.84,23306,2508.45
Israel,2021-10-18,1546,166.4,24852,2674.85
Israel,2021-11-01,1040,111.94,25892,2786.79
Israel,2021-11-15,1649,177.48,27541,2964.27
Israel,2021-11-29,1841,198.15,29382,3162.42
Israel,2021-12-13,334,35.95,29716,3198.37
Italy,2020-05-11,126,2.09,126,2.09
Italy,2020-05-25,50,0.83,176,2.92
Italy,2020-06-08,34,0.56,210,3.48
Italy,2020-06-22,45,0.75,255,4.23
Italy,2020-07-06,108,1.79,363,6.02
Italy,2020-07-20,29,0.48,392,6.5
Italy,2020-08-03,28,0.46,420,6.96
Italy,2020-08-17,29,0.48,449,7.44
Italy,2020-08-31,130,2.15,579,9.59
Italy,2020-09-14,146,2.42,725,12.01
Italy,2020-09-28,146,2.42,871,14.43
Italy,2020-10-12,133,2.2,1004,16.63
Italy,2020-10-26,172,2.85,1176,19.48
Italy,2020-11-09,416,6.89,1592,26.37
Italy,2020-11-23,215,3.56,1807,29.93
Italy,2020-12-07,240,3.98,2047,33.91
Italy,2020-12-21,703,11.65,2750,45.56
Italy,2021-01-04,726,12.03,3476,57.59
Italy,2021-01-11,404,6.69,3880,64.28
Italy,2021-01-25,1169,19.36,5049,83.64
Italy,2021-02-08,1005,16.65,6054,100.29
Italy,2021-02-22,3089,51.17,9143,151.46
Italy,2021-03-08,4144,68.65,13287,220.11
Italy,2021-03-22,5537,91.72,18824,311.83
Italy,2021-04-05,3381,56.01,22205,367.84
Italy,2021-04-19,3764,62.35,25969,430.19
Italy,2021-05-03,4021,66.61,29990,496.8
Italy,2021-05-17,2346,38.86,32336,535.66
Italy,2021-05-31,2653,43.95,34989,579.61
Italy,2021-06-14,1535,25.43,36524,605.04
Italy,2021-06-28,1963,32.52,38487,637.56
Italy,2021-07-12,3037,50.31,41524,687.87
Italy,2021-07-26,4672,77.39,46196,765.26
Italy,2021-08-09,4059,67.24,50255,832.5
Italy,2021-08-23,3103,51.4,53358,883.9
Italy,2021-09-06,3430,56.82,56788,940.72
Italy,2021-09-20,2240,37.11,59028,977.83
Italy,2021-10-04,2453,40.63,61481,1018.46
Italy,2021-10-18,2196,36.38,63677,1054.84
Italy,2021-11-01,2437,40.37,66114,1095.21
Italy,2021-11-15,2704,44.79,68818,1140.0
Italy,2021-11-29,2532,41.94,71350,1181.94
Italy,2021-12-13,304,5.04,71654,1186.98
Jamaica,2021-01-04,5,1.68,5,1.68
Jamaica,2021-01-25,7,2.35,12,4.03
Jamaica,2021-02-08,10,3.36,22,7.39
Jamaica,2021-02-22,3,1.01,25,8.4
Jamaica,2021-03-08,112,37.67,137,46.07
Jamaica,2021-03-22,1,0.34,138,46.41
Jamaica,2021-04-05,9,3.03,147,49.44
Jamaica,2021-04-19,10,3.36,157,52.8
Jamaica,2021-05-03,1,0.34,158,53.14
Jamaica,2021-05-17,30,10.09,188,63.23
Jamaica,2021-05-31,26,8.74,214,71.97
Jamaica,2021-07-26,90,30.27,304,102.24
Japan,2020-05-11,413,3.28,413,3.28
Japan,2020-05-25,116,0.92,529,4.2
Japan,2020-06-08,146,1.16,675,5.36
Japan,2020-06-22,189,1.5,864,6.86
Japan,2020-07-06,386,3.06,1250,9.92
Japan,2020-07-20,779,6.18,2029,16.1
Japan,2020-08-03,1841,14.61,3870,30.71
Japan,2020-08-17,2121,16.83,5991,47.54
Japan,2020-08-31,1450,11.5,7441,59.04
Japan,2020-09-14,764,6.06,8205,65.1
Japan,2020-09-28,523,4.15,8728,69.25
Japan,2020-10-12,546,4.33,9274,73.58
Japan,2020-10-26,685,5.43,9959,79.01
Japan,2020-11-09,811,6.43,10770,85.44
Japan,2020-11-23,1722,13.66,12492,99.1
Japan,2020-12-07,1959,15.54,14451,114.64
Japan,2020-12-21,2233,17.72,16684,132.36
Japan,2021-01-04,2410,19.12,19094,151.48
Japan,2021-01-11,2276,18.06,21370,169.54
Japan,2021-01-25,3627,28.77,24997,198.31
Japan,2021-02-08,2361,18.73,27358,217.04
Japan,2021-02-22,1307,10.37,28665,227.41
Japan,2021-03-08,1308,10.38,29973,237.79
Japan,2021-03-22,2208,17.52,32181,255.31
Japan,2021-04-05,4081,32.38,36262,287.69
Japan,2021-04-19,5573,44.21,41835,331.9
Japan,2021-05-03,10062,79.82,51897,411.72
Japan,2021-05-17,9306,73.83,61203,485.55
Japan,2021-05-31,5899,46.8,67102,532.35
Japan,2021-06-14,4202,33.34,71304,565.69
Japan,2021-06-28,4216,33.45,75520,599.14
Japan,2021-07-12,5671,44.99,81191,644.13
Japan,2021-07-26,9869,78.29,91060,722.42
Japan,2021-08-09,16355,129.75,107415,852.17
Japan,2021-08-23,27917,221.47,135332,1073.64
Japan,2021-09-06,24018,190.54,159350,1264.18
Japan,2021-09-20,9332,74.03,168682,1338.21
Japan,2021-10-04,2567,20.36,171249,1358.57
Japan,2021-10-18,1076,8.54,172325,1367.11
Japan,2021-11-01,366,2.9,172691,1370.01
Japan,2021-11-15,130,1.03,172821,1371.04
Japan,2021-11-29,52,0.41,172873,1371.45
Jordan,2020-06-08,2,0.19,2,0.19
Jordan,2020-06-22,1,0.1,3,0.29
Jordan,2020-07-06,3,0.29,6,0.58
Jordan,2020-08-17,1,0.1,7,0.68
Jordan,2020-08-31,13,1.27,20,1.95
Jordan,2020-09-14,27,2.63,47,4.58
Jordan,2020-09-28,15,1.46,62,6.04
Jordan,2020-10-12,311,30.29,373,36.33
Jordan,2020-10-26,90,8.76,463,45.09
Jordan,2020-11-09,48,4.67,511,49.76
Jordan,2020-12-07,2,0.19,513,49.95
Jordan,2020-12-21,2,0.19,515,50.14
Jordan,2021-01-04,9,0.88,524,51.02
Jordan,2021-01-11,42,4.09,566,55.11
Jordan,2021-01-25,6,0.58,572,55.69
Jordan,2021-02-08,25,2.43,597,58.12
Jordan,2021-02-22,17,1.66,614,59.78
Jordan,2021-03-08,12,1.17,626,60.95
Jordan,2021-03-22,29,2.82,655,63.77
Jordan,2021-04-05,13,1.27,668,65.04
Jordan,2021-04-19,19,1.85,687,66.89
Jordan,2021-05-03,16,1.56,703,68.45
Jordan,2021-05-17,17,1.66,720,70.11
Jordan,2021-05-31,14,1.36,734,71.47
Jordan,2021-06-14,26,2.53,760,74.0
Jordan,2021-06-28,16,1.56,776,75.56
Jordan,2021-07-12,12,1.17,788,76.73
Jordan,2021-07-26,5,0.49,793,77.22
Jordan,2021-08-09,9,0.88,802,78.1
Jordan,2021-08-23,3,0.29,805,78.39
Jordan,2021-09-06,17,1.66,822,80.05
Jordan,2021-09-20,35,3.41,857,83.46
Jordan,2021-10-04,71,6.91,928,90.37
Jordan,2021-10-18,64,6.23,992,96.6
Jordan,2021-11-01,43,4.19,1035,100.79
Jordan,2021-11-15,39,3.8,1074,104.59
Jordan,2021-11-29,38,3.7,1112,108.29
Jordan,2021-12-13,9,0.88,1121,109.17
Kazakhstan,2020-05-11,2,0.11,2,0.11
Kazakhstan,2020-05-25,1,0.05,3,0.16
Kazakhstan,2020-11-23,9,0.47,12,0.63
Kazakhstan,2020-12-07,2,0.11,14,0.74
Kazakhstan,2020-12-21,13,0.68,27,1.42
Kazakhstan,2021-01-04,9,0.47,36,1.89
Kazakhstan,2021-01-11,7,0.37,43,2.26
Kazakhstan,2021-01-25,1,0.05,44,2.31
Kazakhstan,2021-03-08,16,0.84,60,3.15
Kazakhstan,2021-03-22,39,2.05,99,5.2
Kazakhstan,2021-04-05,59,3.11,158,8.31
Kazakhstan,2021-04-19,35,1.84,193,10.15
Kazakhstan,2021-05-03,47,2.47,240,12.62
Kazakhstan,2021-08-23,93,4.9,333,17.52
Kenya,2020-05-11,70,1.27,70,1.27
Kenya,2020-05-25,114,2.07,184,3.34
Kenya,2020-06-08,35,0.64,219,3.98
Kenya,2020-06-22,51,0.93,270,4.91
Kenya,2020-07-06,87,1.58,357,6.49
Kenya,2020-07-20,64,1.16,421,7.65
Kenya,2020-08-03,34,0.62,455,8.27
Kenya,2020-08-17,56,1.02,511,9.29
Kenya,2020-08-31,54,0.98,565,10.27
Kenya,2020-09-14,54,0.98,619,11.25
Kenya,2020-09-28,17,0.31,636,11.56
Kenya,2020-10-12,68,1.24,704,12.8
Kenya,2020-10-26,157,2.86,861,15.66
Kenya,2020-11-09,334,6.07,1195,21.73
Kenya,2020-11-23,236,4.29,1431,26.02
Kenya,2020-12-07,149,2.71,1580,28.73
Kenya,2020-12-21,63,1.15,1643,29.88
Kenya,2021-01-04,29,0.53,1672,30.41
Kenya,2021-01-11,37,0.67,1709,31.08
Kenya,2021-01-25,52,0.95,1761,32.03
Kenya,2021-02-08,70,1.27,1831,33.3
Kenya,2021-02-22,64,1.16,1895,34.46
Kenya,2021-03-08,224,4.07,2119,38.53
Kenya,2021-03-22,261,4.75,2380,43.28
Kenya,2021-04-05,169,3.07,2549,46.35
Kenya,2021-04-19,133,2.42,2682,48.77
Kenya,2021-05-03,136,2.47,2818,51.24
Kenya,2021-05-17,117,2.13,2935,53.37
Kenya,2021-05-31,194,3.53,3129,56.9
Kenya,2021-06-14,132,2.4,3261,59.3
Kenya,2021-06-28,172,3.13,3433,62.43
Kenya,2021-07-12,276,5.02,3709,67.45
Kenya,2021-07-26,222,4.04,3931,71.49
Kenya,2021-08-09,295,5.37,4226,76.86
Kenya,2021-08-23,261,4.75,4487,81.61
Kenya,2021-09-06,229,4.16,4716,85.77
Kenya,2021-09-20,137,2.49,4853,88.26
Kenya,2021-10-04,86,1.56,4939,89.82
Kenya,2021-10-18,57,1.04,4996,90.86
Kenya,2021-11-01,12,0.22,5008,91.08
Kenya,2021-11-15,10,0.18,5018,91.26
Kenya,2021-11-29,3,0.05,5021,91.31
Kosovo,2020-05-11,1,0.56,1,0.56
Kosovo,2020-07-20,4,2.24,5,2.8
Kosovo,2020-08-03,4,2.24,9,5.04
Kosovo,2020-11-23,1,0.56,10,5.6
Kosovo,2020-12-21,3,1.68,13,7.28
