location,date,num_sequences,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
New Zealand,2020-11-09,33,6.44,265,51.74
New Zealand,2020-11-23,20,3.9,285,55.64
New Zealand,2020-12-07,28,5.47,313,61.11
New Zealand,2020-12-21,20,3.9,333,65.01
New Zealand,2021-01-04,28,5.47,361,70.48
New Zealand,2021-01-11,11,2.15,372,72.63
New Zealand,2021-01-25,22,4.29,394,76.92
New Zealand,2021-02-08,17,3.32,411,80.24
New Zealand,2021-02-22,19,3.71,430,83.95
New Zealand,2021-03-08,26,5.08,456,89.03
New Zealand,2021-03-22,28,5.47,484,94.5
New Zealand,2021-04-05,29,5.66,513,100.16
New Zealand,2021-04-19,26,5.08,539,105.24
New Zealand,2021-05-03,19,3.71,558,108.95
New Zealand,2021-05-17,7,1.37,565,110.32
New Zealand,2021-05-31,8,1.56,573,111.88
New Zealand,2021-06-14,14,2.73,587,114.61
New Zealand,2021-06-28,16,3.12,603,117.73
New Zealand,2021-07-12,12,2.34,615,120.07
New Zealand,2021-07-26,49,9.57,664,129.64
New Zealand,2021-08-09,31,6.05,695,135.69
New Zealand,2021-08-23,173,33.77,868,169.46
New Zealand,2021-09-06,615,120.06,1483,289.52
New Zealand,2021-09-20,238,46.46,1721,335.98
New Zealand,2021-10-04,276,53.88,1997,389.86
New Zealand,2021-10-18,581,113.42,2578,503.28
New Zealand,2021-11-01,577,112.64,3155,615.92
New Zealand,2021-11-15,361,70.47,3516,686.39
New Zealand,2021-11-29,193,37.68,3709,724.07
New Zealand,2021-12-13,12,2.34,3721,726.41
Nigeria,2020-05-11,26,0.12,26,0.12
Nigeria,2020-05-25,31,0.15,57,0.27
Nigeria,2020-06-08,16,0.08,73,0.35
Nigeria,2020-06-22,27,0.13,100,0.48
Nigeria,2020-07-06,28,0.13,128,0.61
Nigeria,2020-07-20,48,0.23,176,0.84
Nigeria,2020-08-03,5,0.02,181,0.86
Nigeria,2020-08-17,11,0.05,192,0.91
Nigeria,2020-08-31,5,0.02,197,0.93
Nigeria,2020-09-14,5,0.02,202,0.95
Nigeria,2020-10-12,5,0.02,207,0.97
Nigeria,2020-10-26,7,0.03,214,1.0
Nigeria,2020-11-09,1,0.0,215,1.0
Nigeria,2020-11-23,4,0.02,219,1.02
Nigeria,2020-12-07,31,0.15,250,1.17
Nigeria,2020-12-21,34,0.16,284,1.33
Nigeria,2021-01-04,73,0.35,357,1.68
Nigeria,2021-01-11,131,0.62,488,2.3
Nigeria,2021-01-25,127,0.6,615,2.9
Nigeria,2021-02-08,231,1.09,846,3.99
Nigeria,2021-02-22,164,0.78,1010,4.77
Nigeria,2021-03-08,110,0.52,1120,5.29
Nigeria,2021-03-22,41,0.19,1161,5.48
Nigeria,2021-04-05,18,0.09,1179,5.57
Nigeria,2021-04-19,6,0.03,1185,5.6
Nigeria,2021-05-03,23,0.11,1208,5.71
Nigeria,2021-05-17,7,0.03,1215,5.74
Nigeria,2021-05-31,6,0.03,1221,5.77
Nigeria,2021-06-14,7,0.03,1228,5.8
Nigeria,2021-06-28,14,0.07,1242,5.87
Nigeria,2021-07-12,43,0.2,1285,6.07
Nigeria,2021-07-26,94,0.44,1379,6.51
Nigeria,2021-08-09,498,2.36,1877,8.87
Nigeria,2021-08-23,535,2.53,2412,11.4
Nigeria,2021-09-06,576,2.72,2988,14.12
Nigeria,2021-09-20,329,1.56,3317,15.68
Nigeria,2021-10-04,89,0.42,3406,16.1
Nigeria,2021-10-18,16,0.08,3422,16.18
Nigeria,2021-11-15,12,0.06,3434,16.24
Nigeria,2021-11-29,36,0.17,3470,16.41
North Macedonia,2020-05-25,1,0.48,1,0.48
North Macedonia,2020-06-08,17,8.16,18,8.64
North Macedonia,2020-06-22,18,8.64,36,17.28
North Macedonia,2020-07-06,20,9.6,56,26.88
North Macedonia,2020-07-20,5,2.4,61,29.28
North Macedonia,2020-08-03,6,2.88,67,32.16
North Macedonia,2020-08-17,8,3.84,75,36.0
North Macedonia,2020-08-31,2,0.96,77,36.96
North Macedonia,2020-09-14,9,4.32,86,41.28
North Macedonia,2020-10-12,7,3.36,93,44.64
North Macedonia,2020-10-26,13,6.24,106,50.88
North Macedonia,2020-11-09,20,9.6,126,60.48
North Macedonia,2020-11-23,8,3.84,134,64.32
North Macedonia,2020-12-07,4,1.92,138,66.24
North Macedonia,2020-12-21,16,7.68,154,73.92
North Macedonia,2021-01-04,27,12.96,181,86.88
North Macedonia,2021-01-11,23,11.04,204,97.92
North Macedonia,2021-01-25,68,32.65,272,130.57
North Macedonia,2021-02-08,61,29.29,333,159.86
North Macedonia,2021-02-22,58,27.85,391,187.71
North Macedonia,2021-03-08,15,7.2,406,194.91
North Macedonia,2021-03-22,26,12.48,432,207.39
North Macedonia,2021-04-05,36,17.29,468,224.68
North Macedonia,2021-04-19,103,49.46,571,274.14
North Macedonia,2021-05-03,15,7.2,586,281.34
North Macedonia,2021-05-17,30,14.4,616,295.74
North Macedonia,2021-05-31,17,8.16,633,303.9
North Macedonia,2021-06-14,12,5.76,645,309.66
North Macedonia,2021-06-28,4,1.92,649,311.58
North Macedonia,2021-07-12,7,3.36,656,314.94
North Macedonia,2021-07-26,22,10.56,678,325.5
North Macedonia,2021-08-09,12,5.76,690,331.26
North Macedonia,2021-11-01,11,5.28,701,336.54
North Macedonia,2021-11-15,37,17.77,738,354.31
Norway,2020-05-11,28,5.12,28,5.12
Norway,2020-05-25,18,3.29,46,8.41
Norway,2020-06-08,8,1.46,54,9.87
Norway,2020-06-22,31,5.67,85,15.54
Norway,2020-07-06,61,11.16,146,26.7
Norway,2020-07-20,33,6.04,179,32.74
Norway,2020-08-03,84,15.37,263,48.11
Norway,2020-08-17,164,30.01,427,78.12
Norway,2020-08-31,47,8.6,474,86.72
Norway,2020-09-14,109,19.94,583,106.66
Norway,2020-09-28,117,21.41,700,128.07
Norway,2020-10-12,156,28.54,856,156.61
Norway,2020-10-26,204,37.32,1060,193.93
Norway,2020-11-09,265,48.48,1325,242.41
Norway,2020-11-23,163,29.82,1488,272.23
Norway,2020-12-07,187,34.21,1675,306.44
Norway,2020-12-21,274,50.13,1949,356.57
Norway,2021-01-04,272,49.77,2221,406.34
Norway,2021-01-11,266,48.67,2487,455.01
Norway,2021-01-25,740,135.39,3227,590.4
Norway,2021-02-08,1400,256.15,4627,846.55
Norway,2021-02-22,1404,256.88,6031,1103.43
Norway,2021-03-08,1547,283.04,7578,1386.47
Norway,2021-03-22,1671,305.73,9249,1692.2
Norway,2021-04-05,1328,242.97,10577,1935.17
Norway,2021-04-19,1847,337.93,12424,2273.1
Norway,2021-05-03,1654,302.62,14078,2575.72
Norway,2021-05-17,1837,336.1,15915,2911.82
Norway,2021-05-31,1417,259.26,17332,3171.08
Norway,2021-06-14,1134,207.48,18466,3378.56
Norway,2021-06-28,827,151.31,19293,3529.87
Norway,2021-07-12,867,158.63,20160,3688.5
Norway,2021-07-26,892,163.2,21052,3851.7
Norway,2021-08-09,1320,241.51,22372,4093.21
Norway,2021-08-23,1747,319.63,24119,4412.84
Norway,2021-09-06,1917,350.74,26036,4763.58
Norway,2021-09-20,2089,382.21,28125,5145.79
Norway,2021-10-04,1630,298.23,29755,5444.02
Norway,2021-10-18,1420,259.81,31175,5703.83
Norway,2021-11-01,2011,367.94,33186,6071.77
Norway,2021-11-15,1570,287.25,34756,6359.02
Norway,2021-11-29,291,53.24,35047,6412.26
Norway,2021-12-13,159,29.09,35206,6441.35
Oman,2020-05-11,22,4.21,22,4.21
Oman,2020-05-25,55,10.53,77,14.74
Oman,2020-06-08,25,4.79,102,19.53
Oman,2020-06-22,11,2.11,113,21.64
Oman,2020-07-06,8,1.53,121,23.17
Oman,2020-07-20,8,1.53,129,24.7
Oman,2020-08-03,1,0.19,130,24.89
Oman,2020-08-17,7,1.34,137,26.23
Oman,2020-08-31,1,0.19,138,26.42
Oman,2020-09-14,6,1.15,144,27.57
Oman,2020-09-28,6,1.15,150,28.72
Oman,2020-10-12,1,0.19,151,28.91
Oman,2020-10-26,1,0.19,152,29.1
Oman,2020-11-23,1,0.19,153,29.29
Oman,2021-01-04,3,0.57,156,29.86
Oman,2021-01-11,3,0.57,159,30.43
Oman,2021-01-25,3,0.57,162,31.0
Oman,2021-02-08,12,2.3,174,33.3
Oman,2021-02-22,9,1.72,183,35.02
Oman,2021-03-08,10,1.91,193,36.93
Oman,2021-03-22,7,1.34,200,38.27
Oman,2021-04-05,11,2.11,211,40.38
Oman,2021-04-19,18,3.45,229,43.83
Oman,2021-05-03,53,10.15,282,53.98
Oman,2021-05-17,21,4.02,303,58.0
Oman,2021-05-31,12,2.3,315,60.3
Oman,2021-06-14,43,8.23,358,68.53
Oman,2021-06-28,71,13.59,429,82.12
Oman,2021-07-12,7,1.34,436,83.46
Oman,2021-09-06,1,0.19,437,83.65
Pakistan,2020-05-11,3,0.01,3,0.01
Pakistan,2020-05-25,10,0.04,13,0.05
Pakistan,2020-06-08,24,0.11,37,0.16
Pakistan,2020-06-22,8,0.04,45,0.2
Pakistan,2020-07-06,5,0.02,50,0.22
Pakistan,2020-07-20,6,0.03,56,0.25
Pakistan,2020-08-17,10,0.04,66,0.29
Pakistan,2020-09-14,3,0.01,69,0.3
Pakistan,2020-10-12,8,0.04,77,0.34
Pakistan,2020-10-26,1,0.0,78,0.34
Pakistan,2020-11-09,1,0.0,79,0.34
Pakistan,2020-11-23,8,0.04,87,0.38
Pakistan,2020-12-07,20,0.09,107,0.47
Pakistan,2020-12-21,26,0.12,133,0.59
Pakistan,2021-01-04,14,0.06,147,0.65
Pakistan,2021-01-11,7,0.03,154,0.68
Pakistan,2021-01-25,3,0.01,157,0.69
Pakistan,2021-02-08,4,0.02,161,0.71
Pakistan,2021-02-22,3,0.01,164,0.72
Pakistan,2021-03-08,7,0.03,171,0.75
Pakistan,2021-03-22,31,0.14,202,0.89
Pakistan,2021-04-05,6,0.03,208,0.92
Pakistan,2021-04-19,138,0.61,346,1.53
Pakistan,2021-05-03,53,0.24,399,1.77
Pakistan,2021-05-17,30,0.13,429,1.9
Pakistan,2021-05-31,80,0.36,509,2.26
Pakistan,2021-06-14,195,0.87,704,3.13
Pakistan,2021-06-28,54,0.24,758,3.37
Pakistan,2021-07-12,59,0.26,817,3.63
Pakistan,2021-07-26,67,0.3,884,3.93
Pakistan,2021-08-09,121,0.54,1005,4.47
Pakistan,2021-08-23,105,0.47,1110,4.94
Pakistan,2021-09-06,170,0.75,1280,5.69
Pakistan,2021-09-20,62,0.28,1342,5.97
Pakistan,2021-10-04,14,0.06,1356,6.03
Pakistan,2021-10-18,46,0.2,1402,6.23
Pakistan,2021-11-01,37,0.16,1439,6.39
Pakistan,2021-11-15,38,0.17,1477,6.56
Pakistan,2021-11-29,10,0.04,1487,6.6
Pakistan,2021-12-13,4,0.02,1491,6.62
Papua New Guinea,2020-07-20,2,0.22,2,0.22
Papua New Guinea,2020-08-03,22,2.41,24,2.63
Papua New Guinea,2020-08-17,32,3.51,56,6.14
Papua New Guinea,2020-08-31,7,0.77,63,6.91
Papua New Guinea,2020-09-14,1,0.11,64,7.02
Papua New Guinea,2020-09-28,2,0.22,66,7.24
Papua New Guinea,2020-10-12,5,0.55,71,7.79
Papua New Guinea,2020-12-07,22,2.41,93,10.2
Papua New Guinea,2020-12-21,9,0.99,102,11.19
Papua New Guinea,2021-01-04,11,1.21,113,12.4
Papua New Guinea,2021-01-11,3,0.33,116,12.73
Papua New Guinea,2021-01-25,2,0.22,118,12.95
Papua New Guinea,2021-02-08,11,1.21,129,14.16
Papua New Guinea,2021-02-22,59,6.47,188,20.63
Papua New Guinea,2021-03-08,131,14.37,319,35.0
Papua New Guinea,2021-03-22,235,25.77,554,60.77
Papua New Guinea,2021-04-05,441,48.36,995,109.13
Papua New Guinea,2021-04-19,95,10.42,1090,119.55
Papua New Guinea,2021-05-03,103,11.3,1193,130.85
Papua New Guinea,2021-05-17,137,15.02,1330,145.87
Papua New Guinea,2021-05-31,18,1.97,1348,147.84
Papua New Guinea,2021-06-14,13,1.43,1361,149.27
Papua New Guinea,2021-06-28,2,0.22,1363,149.49
Papua New Guinea,2021-07-12,16,1.75,1379,151.24
Papua New Guinea,2021-07-26,18,1.97,1397,153.21
Papua New Guinea,2021-08-09,19,2.08,1416,155.29
Papua New Guinea,2021-08-23,77,8.44,1493,163.73
Papua New Guinea,2021-09-06,307,33.67,1800,197.4
Papua New Guinea,2021-09-20,143,15.68,1943,213.08
Papua New Guinea,2021-10-04,156,17.11,2099,230.19
Papua New Guinea,2021-10-18,58,6.36,2157,236.55
Paraguay,2020-05-11,5,0.69,5,0.69
Paraguay,2020-05-25,2,0.28,7,0.97
Paraguay,2020-06-08,3,0.42,10,1.39
Paraguay,2020-06-22,1,0.14,11,1.53
Paraguay,2020-07-06,5,0.69,16,2.22
Paraguay,2020-07-20,5,0.69,21,2.91
Paraguay,2020-08-03,2,0.28,23,3.19
Paraguay,2020-08-17,14,1.94,37,5.13
Paraguay,2020-08-31,2,0.28,39,5.41
Paraguay,2020-09-14,7,0.97,46,6.38
Paraguay,2020-09-28,1,0.14,47,6.52
Paraguay,2020-10-12,3,0.42,50,6.94
Paraguay,2020-11-09,1,0.14,51,7.08
Paraguay,2020-11-23,1,0.14,52,7.22
Paraguay,2020-12-07,2,0.28,54,7.5
Paraguay,2020-12-21,14,1.94,68,9.44
Paraguay,2021-01-04,3,0.42,71,9.86
Paraguay,2021-01-11,15,2.08,86,11.94
Paraguay,2021-01-25,9,1.25,95,13.19
Paraguay,2021-02-08,66,9.14,161,22.33
Paraguay,2021-02-22,61,8.45,222,30.78
Paraguay,2021-03-08,70,9.7,292,40.48
Paraguay,2021-03-22,55,7.62,347,48.1
Paraguay,2021-04-05,14,1.94,361,50.04
Paraguay,2021-04-19,31,4.29,392,54.33
Paraguay,2021-05-03,20,2.77,412,57.1
Paraguay,2021-05-17,26,3.6,438,60.7
Paraguay,2021-05-31,14,1.94,452,62.64
Paraguay,2021-06-14,41,5.68,493,68.32
Paraguay,2021-06-28,18,2.49,511,70.81
Paraguay,2021-07-12,59,8.17,570,78.98
Paraguay,2021-07-26,25,3.46,595,82.44
Paraguay,2021-08-09,64,8.86,659,91.3
Paraguay,2021-08-23,60,8.31,719,99.61
Paraguay,2021-09-06,78,10.8,797,110.41
Paraguay,2021-09-20,26,3.6,823,114.01
Paraguay,2021-10-04,33,4.57,856,118.58
Paraguay,2021-10-18,9,1.25,865,119.83
Paraguay,2021-11-01,14,1.94,879,121.77
Peru,2020-05-11,49,1.47,49,1.47
Peru,2020-05-25,50,1.5,99,2.97
Peru,2020-06-08,5,0.15,104,3.12
Peru,2020-06-22,92,2.76,196,5.88
Peru,2020-07-06,35,1.05,231,6.93
Peru,2020-07-20,10,0.3,241,7.23
Peru,2020-08-03,12,0.36,253,7.59
Peru,2020-08-17,49,1.47,302,9.06
Peru,2020-08-31,105,3.15,407,12.21
Peru,2020-09-14,44,1.32,451,13.53
Peru,2020-09-28,33,0.99,484,14.52
Peru,2020-10-12,8,0.24,492,14.76
Peru,2020-10-26,127,3.81,619,18.57
Peru,2020-11-09,3,0.09,622,18.66
Peru,2020-11-23,32,0.96,654,19.62
Peru,2020-12-07,33,0.99,687,20.61
Peru,2020-12-21,130,3.9,817,24.51
Peru,2021-01-04,109,3.27,926,27.78
Peru,2021-01-11,29,0.87,955,28.65
Peru,2021-01-25,123,3.69,1078,32.34
Peru,2021-02-08,91,2.73,1169,35.07
Peru,2021-02-22,119,3.57,1288,38.64
Peru,2021-03-08,155,4.65,1443,43.29
Peru,2021-03-22,238,7.13,1681,50.42
Peru,2021-04-05,190,5.7,1871,56.12
Peru,2021-04-19,522,15.65,2393,71.77
Peru,2021-05-03,307,9.2,2700,80.97
Peru,2021-05-17,312,9.35,3012,90.32
Peru,2021-05-31,280,8.39,3292,98.71
Peru,2021-06-14,795,23.83,4087,122.54
Peru,2021-06-28,479,14.36,4566,136.9
Peru,2021-07-12,449,13.46,5015,150.36
Peru,2021-07-26,586,17.57,5601,167.93
Peru,2021-08-09,499,14.96,6100,182.89
Peru,2021-08-23,645,19.33,6745,202.22
Peru,2021-09-06,603,18.08,7348,220.3
Peru,2021-09-20,756,22.66,8104,242.96
Peru,2021-10-04,783,23.47,8887,266.43
Peru,2021-10-18,729,21.85,9616,288.28
Peru,2021-11-01,717,21.49,10333,309.77
Peru,2021-11-15,739,22.15,11072,331.92
Peru,2021-11-29,60,1.8,11132,333.72
Philippines,2020-06-08,1,0.01,1,0.01
Philippines,2020-06-22,5,0.05,6,0.06
Philippines,2020-07-06,9,0.08,15,0.14
Philippines,2020-07-20,4,0.04,19,0.18
Philippines,2020-09-14,2,0.02,21,0.2
Philippines,2020-09-28,3,0.03,24,0.23
Philippines,2020-10-12,1,0.01,25,0.24
Philippines,2020-10-26,3,0.03,28,0.27
Philippines,2020-11-09,141,1.27,169,1.54
Philippines,2020-11-23,178,1.6,347,3.14
Philippines,2020-12-07,233,2.1,580,5.24
Philippines,2020-12-21,298,2.68,878,7.92
Philippines,2021-01-04,238,2.14,1116,10.06
Philippines,2021-01-11,340,3.06,1456,13.12
Philippines,2021-01-25,530,4.77,1986,17.89
Philippines,2021-02-08,556,5.01,2542,22.9
Philippines,2021-02-22,451,4.06,2993,26.96
Philippines,2021-03-08,303,2.73,3296,29.69
Philippines,2021-03-22,780,7.02,4076,36.71
Philippines,2021-04-05,1016,9.15,5092,45.86
Philippines,2021-04-19,386,3.48,5478,49.34
Philippines,2021-05-03,394,3.55,5872,52.89
Philippines,2021-05-17,343,3.09,6215,55.98
Philippines,2021-05-31,320,2.88,6535,58.86
Philippines,2021-06-14,575,5.18,7110,64.04
Philippines,2021-06-28,836,7.53,7946,71.57
Philippines,2021-07-12,886,7.98,8832,79.55
Philippines,2021-07-26,1114,10.03,9946,89.58
Philippines,2021-08-09,1400,12.61,11346,102.19
Philippines,2021-08-23,1119,10.08,12465,112.27
Philippines,2021-09-06,262,2.36,12727,114.63
Poland,2020-05-11,59,1.56,59,1.56
Poland,2020-05-25,26,0.69,85,2.25
Poland,2020-06-08,23,0.61,108,2.86
Poland,2020-06-22,4,0.11,112,2.97
Poland,2020-08-31,3,0.08,115,3.05
Poland,2020-09-14,6,0.16,121,3.21
Poland,2020-09-28,6,0.16,127,3.37
Poland,2020-10-12,2,0.05,129,3.42
Poland,2020-10-26,1,0.03,130,3.45
Poland,2020-11-09,6,0.16,136,3.61
Poland,2020-11-23,16,0.42,152,4.03
Poland,2020-12-07,27,0.71,179,4.74
Poland,2020-12-21,53,1.4,232,6.14
Poland,2021-01-04,120,3.17,352,9.31
Poland,2021-01-11,56,1.48,408,10.79
Poland,2021-01-25,259,6.85,667,17.64
Poland,2021-02-08,379,10.03,1046,27.67
Poland,2021-02-22,729,19.29,1775,46.96
Poland,2021-03-08,1485,39.29,3260,86.25
Poland,2021-03-22,2146,56.78,5406,143.03
Poland,2021-04-05,1803,47.7,7209,190.73
Poland,2021-04-19,2781,73.58,9990,264.31
Poland,2021-05-03,2635,69.71,12625,334.02
Poland,2021-05-17,2567,67.92,15192,401.94
Poland,2021-05-31,1626,43.02,16818,444.96
Poland,2021-06-14,621,16.43,17439,461.39
Poland,2021-06-28,150,3.97,17589,465.36
Poland,2021-07-12,186,4.92,17775,470.28
Poland,2021-07-26,243,6.43,18018,476.71
Poland,2021-08-09,333,8.81,18351,485.52
Poland,2021-08-23,750,19.84,19101,505.36
Poland,2021-09-06,935,24.74,20036,530.1
Poland,2021-09-20,1420,37.57,21456,567.67
Poland,2021-10-04,1705,45.11,23161,612.78
Poland,2021-10-18,2227,58.92,25388,671.7
Poland,2021-11-01,2676,70.8,28064,742.5
Poland,2021-11-15,3292,87.1,31356,829.6
Poland,2021-11-29,1791,47.38,33147,876.98
Poland,2021-12-13,85,2.25,33232,879.23
Portugal,2020-05-11,26,2.56,26,2.56
Portugal,2020-05-25,28,2.75,54,5.31
Portugal,2020-06-08,92,9.05,146,14.36
Portugal,2020-06-22,37,3.64,183,18.0
Portugal,2020-07-06,53,5.21,236,23.21
Portugal,2020-07-20,27,2.66,263,25.87
Portugal,2020-08-31,36,3.54,299,29.41
Portugal,2020-09-14,3,0.3,302,29.71
Portugal,2020-10-26,1,0.1,303,29.81
Portugal,2020-11-09,27,2.66,330,32.47
Portugal,2020-11-23,372,36.59,702,69.06
Portugal,2020-12-07,32,3.15,734,72.21
Portugal,2020-12-21,44,4.33,778,76.54
Portugal,2021-01-04,294,28.91,1072,105.45
Portugal,2021-01-11,238,23.41,1310,128.86
Portugal,2021-01-25,737,72.48,2047,201.34
Portugal,2021-02-08,201,19.77,2248,221.11
Portugal,2021-02-22,901,88.61,3149,309.72
Portugal,2021-03-08,735,72.29,3884,382.01
Portugal,2021-03-22,443,43.57,4327,425.58
Portugal,2021-04-05,70,6.88,4397,432.46
Portugal,2021-04-19,1586,155.98,5983,588.44
Portugal,2021-05-03,98,9.64,6081,598.08
Portugal,2021-05-17,1061,104.35,7142,702.43
Portugal,2021-05-31,110,10.82,7252,713.25
Portugal,2021-06-14,1247,122.64,8499,835.89
Portugal,2021-06-28,1170,115.07,9669,950.96
Portugal,2021-07-12,1132,111.33,10801,1062.29
Portugal,2021-07-26,1250,122.94,12051,1185.23
Portugal,2021-08-09,955,93.92,13006,1279.15
Portugal,2021-08-23,1002,98.55,14008,1377.7
Portugal,2021-09-06,1109,109.07,15117,1486.77
Portugal,2021-09-20,1092,107.4,16209,1594.17
Portugal,2021-10-04,1040,102.28,17249,1696.45
Portugal,2021-10-18,888,87.33,18137,1783.78
Portugal,2021-11-01,1075,105.72,19212,1889.5
Portugal,2021-11-15,918,90.28,20130,1979.78
Portugal,2021-11-29,1112,109.36,21242,2089.14
Portugal,2021-12-13,77,7.57,21319,2096.71
Qatar,2020-05-11,172,58.69,172,58.69
Qatar,2020-05-25,175,59.72,347,118.41
Qatar,2020-06-08,179,61.08,526,179.49
Qatar,2020-06-22,154,52.55,680,232.04
Qatar,2020-07-06,97,33.1,777,265.14
Qatar,2020-07-20,61,20.82,838,285.96
Qatar,2020-08-03,8,2.73,846,288.69
Qatar,2020-08-17,90,30.71,936,319.4
Qatar,2020-08-31,47,16.04,983,335.44
Qatar,2020-09-14,57,19.45,1040,354.89
Qatar,2020-09-28,12,4.09,1052,358.98
Qatar,2020-10-12,34,11.6,1086,370.58
Qatar,2020-10-26,21,7.17,1107,377.75
Qatar,2020-11-09,14,4.78,1121,382.53
Qatar,2020-11-23,20,6.82,1141,389.35
Qatar,2020-12-07,23,7.85,1164,397.2
Qatar,2020-12-21,2,0.68,1166,397.88
Qatar,2021-01-04,146,49.82,1312,447.7
Qatar,2021-01-11,13,4.44,1325,452.14
Qatar,2021-01-25,26,8.87,1351,461.01
Qatar,2021-02-08,68,23.2,1419,484.21
Qatar,2021-02-22,94,32.08,1513,516.29
Qatar,2021-03-08,90,30.71,1603,547.0
Qatar,2021-03-22,121,41.29,1724,588.29
Qatar,2021-04-05,71,24.23,1795,612.52
Qatar,2021-04-19,119,40.61,1914,653.13
Qatar,2021-05-03,350,119.43,2264,772.56
Qatar,2021-05-17,195,66.54,2459,839.1
Qatar,2021-05-31,78,26.62,2537,865.72
Qatar,2021-06-14,58,19.79,2595,885.51
Qatar,2021-08-09,1,0.34,2596,885.85
Qatar,2021-08-23,520,177.44,3116,1063.29
Qatar,2021-09-06,444,151.51,3560,1214.8
Qatar,2021-09-20,183,62.45,3743,1277.25
Qatar,2021-10-04,84,28.66,3827,1305.91
Qatar,2021-10-18,13,4.44,3840,1310.35
Qatar,2021-11-01,50,17.06,3890,1327.41
Qatar,2021-11-15,15,5.12,3905,1332.53
Romania,2020-05-11,33,1.73,33,1.73
Romania,2020-05-25,18,0.94,51,2.67
Romania,2020-06-08,18,0.94,69,3.61
Romania,2020-06-22,17,0.89,86,4.5
Romania,2020-07-06,10,0.52,96,5.02
Romania,2020-07-20,23,1.2,119,6.22
Romania,2020-08-03,81,4.23,200,10.45
Romania,2020-08-17,15,0.78,215,11.23
Romania,2020-08-31,79,4.13,294,15.36
Romania,2020-09-14,48,2.51,342,17.87
Romania,2020-09-28,63,3.29,405,21.16
Romania,2020-10-12,18,0.94,423,22.1
Romania,2020-10-26,53,2.77,476,24.87
Romania,2020-11-09,21,1.1,497,25.97
Romania,2020-11-23,42,2.2,539,28.17
Romania,2020-12-07,153,8.0,692,36.17
Romania,2020-12-21,100,5.23,792,41.4
Romania,2021-01-04,95,4.97,887,46.37
Romania,2021-01-11,66,3.45,953,49.82
Romania,2021-01-25,91,4.76,1044,54.58
Romania,2021-02-08,141,7.37,1185,61.95
Romania,2021-02-22,156,8.16,1341,70.11
Romania,2021-03-08,260,13.59,1601,83.7
Romania,2021-03-22,257,13.44,1858,97.14
Romania,2021-04-05,292,15.27,2150,112.41
Romania,2021-04-19,184,9.62,2334,122.03
Romania,2021-05-03,131,6.85,2465,128.88
Romania,2021-05-17,167,8.73,2632,137.61
Romania,2021-05-31,152,7.95,2784,145.56
Romania,2021-06-14,119,6.22,2903,151.78
Romania,2021-06-28,72,3.76,2975,155.54
Romania,2021-07-12,58,3.03,3033,158.57
Romania,2021-07-26,97,5.07,3130,163.64
Romania,2021-08-09,262,13.7,3392,177.34
Romania,2021-08-23,281,14.69,3673,192.03
Romania,2021-09-06,587,30.69,4260,222.72
Romania,2021-09-20,1055,55.16,5315,277.88
Romania,2021-10-04,978,51.13,6293,329.01
Romania,2021-10-18,836,43.71,7129,372.72
Romania,2021-11-01,402,21.02,7531,393.74
Romania,2021-11-15,187,9.78,7718,403.52
Romania,2021-11-29,69,3.61,7787,407.13
Russia,2020-05-11,65,0.45,65,0.45
Russia,2020-05-25,122,0.84,187,1.29
Russia,2020-06-08,154,1.06,341,2.35
Russia,2020-06-22,63,0.43,404,2.78
Russia,2020-07-06,37,0.25,441,3.03
Russia,2020-07-20,77,0.53,518,3.56
Russia,2020-08-03,53,0.36,571,3.92
Russia,2020-08-17,59,0.4,630,4.32
Russia,2020-08-31,73,0.5,703,4.82
Russia,2020-09-14,134,0.92,837,5.74
Russia,2020-09-28,228,1.56,1065,7.3
Russia,2020-10-12,228,1.56,1293,8.86
Russia,2020-10-26,104,0.71,1397,9.57
Russia,2020-11-09,91,0.62,1488,10.19
Russia,2020-11-23,275,1.88,1763,12.07
Russia,2020-12-07,145,0.99,1908,13.06
Russia,2020-12-21,188,1.29,2096,14.35
Russia,2021-01-04,247,1.69,2343,16.04
Russia,2021-01-11,48,0.33,2391,16.37
Russia,2021-01-25,74,0.51,2465,16.88
Russia,2021-02-08,19,0.13,2484,17.01
Russia,2021-02-22,303,2.08,2787,19.09
Russia,2021-03-08,188,1.29,2975,20.38
Russia,2021-03-22,261,1.79,3236,22.17
Russia,2021-04-05,220,1.51,3456,23.68
Russia,2021-04-19,313,2.15,3769,25.83
Russia,2021-05-03,311,2.13,4080,27.96
Russia,2021-05-17,287,1.97,4367,29.93
Russia,2021-05-31,474,3.25,4841,33.18
Russia,2021-06-14,837,5.74,5678,38.92
Russia,2021-06-28,542,3.71,6220,42.63
Russia,2021-07-12,663,4.54,6883,47.17
Russia,2021-07-26,214,1.47,7097,48.64
Russia,2021-08-09,256,1.75,7353,50.39
Russia,2021-08-23,227,1.56,7580,51.95
Russia,2021-09-06,276,1.89,7856,53.84
Russia,2021-09-20,379,2.6,8235,56.44
Russia,2021-10-04,397,2.72,8632,59.16
Russia,2021-10-18,669,4.58,9301,63.74
Russia,2021-11-01,639,4.38,9940,68.12
Russia,2021-11-15,162,1.11,10102,69.23
Russia,2021-11-29,56,0.38,10158,69.61
Rwanda,2020-06-08,1,0.08,1,0.08
Rwanda,2020-06-22,8,0.6,9,0.68
